# Time (s),Angle of attack (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reference length (cm),Reference area (cm²)
0.08,27.051,2984.476,798.31,0.301,0.003,NaN,47.174,214.247,0.611,0.474,0.017,0.12,0.719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.234,0.001,340.388,0.015,6.4,32.17
0.091,24.009,2983.168,797.002,0.301,0.003,NaN,47.161,202.307,0.599,0.462,0.017,0.12,0.741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.228,0.001,340.388,0.017,6.4,32.17
0.101,21.779,2981.954,795.788,0.301,0.003,NaN,47.148,208.8,0.59,0.453,0.017,0.12,0.749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.221,0.001,340.388,0.018,6.4,32.17
0.111,19.767,2980.74,794.573,0.301,0.003,NaN,47.135,215.294,0.581,0.444,0.017,0.12,0.749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.214,0.001,340.388,0.02,6.4,32.17
0.121,18.018,2979.526,793.359,0.3,0.003,NaN,47.123,221.787,0.573,0.436,0.017,0.12,0.744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.206,0.001,340.387,0.022,6.4,32.17
0.131,16.488,2978.311,792.145,0.3,0.003,NaN,47.11,228.281,0.566,0.429,0.017,0.12,0.735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.198,0.001,340.387,0.023,6.4,32.17
0.14,15.269,2977.219,791.053,0.3,0.003,NaN,47.099,234.125,0.559,0.422,0.017,0.12,0.722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.189,0.001,340.387,0.025,6.4,32.17
0.15,14.078,2975.884,789.718,0.3,0.003,NaN,47.085,235.963,0.553,0.415,0.017,0.12,0.705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.179,0.001,340.387,0.027,6.4,32.17
0.16,13.1,2974.55,788.384,0.3,0.003,NaN,47.071,237.801,0.546,0.409,0.017,0.12,0.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.169,0.001,340.386,0.029,6.4,32.17
0.17,12.24,2973.216,787.049,0.3,0.003,NaN,47.057,239.64,0.541,0.404,0.017,0.12,0.672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.157,0.001,340.386,0.031,6.4,32.17
0.18,11.502,2971.925,785.759,0.3,0.003,NaN,47.043,241.417,0.536,0.398,0.017,0.12,0.657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.145,0.001,340.385,0.033,6.4,32.17
0.189,10.882,2970.715,784.549,0.299,0.003,59.065,47.031,243.084,0.532,0.395,0.017,0.12,0.644,3.377,6.349,2.574e-4,0,0.525,0.525,0,0,1013.133,0.001,340.385,0.035,6.4,32.17
0.199,10.252,2969.387,783.221,0.299,0.003,59.216,47.017,244.914,0.532,0.395,0.017,0.12,0.636,3.145,5.994,-4.544e-5,0,0.525,0.525,0,2.824e-5,1013.119,0.001,340.384,0.037,6.4,32.17
0.202,10.046,2968.946,782.78,0.299,0.003,59.266,47.012,245.522,0.532,0.395,0.017,0.12,0.633,3.07,5.878,4.757e-4,0,0.525,0.525,0,4.923e-5,1013.114,0.001,340.384,0.038,6.4,32.17
0.207,9.742,2968.302,782.136,0.299,0.003,59.341,47.005,244.689,0.532,0.395,0.017,0.12,0.629,2.96,5.706,-2.997e-4,0,0.525,0.525,0,9.048e-5,1013.106,0.001,340.384,0.039,6.4,32.17
0.214,9.316,2967.337,781.171,0.299,0.003,59.449,46.995,243.439,0.532,0.395,0.017,0.12,0.623,2.808,5.464,-3.815e-4,0,0.492,0.525,0.033,1.725e-4,1013.095,0.001,340.384,0.04,6.4,32.17
0.222,8.894,2966.302,780.136,0.299,0.003,59.557,46.984,242.099,0.532,0.395,0.017,0.12,0.618,2.659,5.224,-9.891e-5,0,0.483,0.525,0.042,2.846e-4,1013.082,0.001,340.383,0.042,6.4,32.17
0.23,8.526,2965.33,779.163,0.299,0.003,59.653,46.974,240.84,0.532,0.395,0.017,0.12,0.612,2.532,5.015,-3.086e-4,0,0.474,0.525,0.051,4.106e-4,1013.069,0.001,340.383,0.044,6.4,32.17
0.237,8.201,2964.408,778.242,0.299,0.003,59.739,46.964,239.647,0.532,0.395,0.017,0.12,0.608,2.42,4.83,1.88e-4,0,0.465,0.525,0.059,5.464e-4,1013.057,0.001,340.382,0.045,6.4,32.17
0.244,7.91,2963.53,777.364,0.299,0.003,59.818,46.955,238.51,0.532,0.395,0.017,0.12,0.604,2.321,4.664,-1.672e-4,0,0.457,0.525,0.067,6.896e-4,1013.044,0.001,340.382,0.046,6.4,32.17
0.25,7.648,2962.69,776.524,0.299,0.003,59.889,46.946,237.422,0.532,0.395,0.017,0.12,0.6,2.232,4.513,1.717e-4,0,0.45,0.525,0.075,8.381e-4,1013.032,0.001,340.382,0.048,6.4,32.17
0.256,7.428,2961.882,775.716,0.299,0.003,59.95,46.938,236.376,0.532,0.395,0.017,0.12,0.597,2.159,4.388,-2.962e-4,0,0.443,0.525,0.082,9.909e-4,1013.021,0.001,340.381,0.049,6.4,32.17
0.262,7.225,2961.104,774.938,0.298,0.003,60.007,46.929,235.368,0.532,0.395,0.017,0.12,0.594,2.091,4.272,2.869e-4,0,0.436,0.525,0.089,0.001,1013.009,0.001,340.381,0.05,6.4,32.17
0.268,7.038,2960.351,774.185,0.298,0.003,60.06,46.921,234.393,0.532,0.395,0.017,0.12,0.592,2.03,4.165,-8.718e-5,0,0.429,0.525,0.096,0.001,1012.997,0.001,340.38,0.051,6.4,32.17
0.274,6.864,2959.621,773.455,0.298,0.003,60.109,46.914,233.448,0.532,0.395,0.017,0.12,0.59,1.972,4.066,-7.724e-5,0,0.423,0.525,0.102,0.001,1012.985,0.001,340.38,0.052,6.4,32.17
0.279,6.701,2958.911,772.745,0.298,0.003,60.156,46.906,232.529,0.533,0.395,0.017,0.12,0.587,1.919,3.971,-2.442e-5,0,0.416,0.525,0.108,0.002,1012.974,0.001,340.38,0.054,6.4,32.17
0.285,6.548,2958.22,772.054,0.298,0.003,60.2,46.899,231.634,0.533,0.395,0.017,0.12,0.585,1.87,3.884,3.378e-4,0,0.41,0.525,0.115,0.002,1012.963,0.001,340.379,0.055,6.4,32.17
0.29,6.404,2957.546,771.38,0.298,0.003,60.242,46.892,230.762,0.533,0.395,0.017,0.12,0.584,1.823,3.801,3.104e-4,0,0.404,0.525,0.12,0.002,1012.951,0.001,340.379,0.056,6.4,32.17
0.295,6.267,2956.888,770.722,0.298,0.003,60.282,46.885,229.909,0.533,0.395,0.017,0.12,0.582,1.779,3.722,-1.401e-4,0,0.399,0.525,0.126,0.002,1012.94,0.001,340.378,0.057,6.4,32.17
0.3,6.137,2956.243,770.077,0.298,0.003,60.32,46.878,229.075,0.533,0.395,0.018,0.12,0.58,1.738,3.647,-2.315e-4,0,0.393,0.525,0.132,0.002,1012.929,0.001,340.378,0.058,6.4,32.17
0.305,6.036,2955.612,769.446,0.298,0.003,60.35,46.871,228.257,0.533,0.395,0.018,0.12,0.579,1.706,3.59,-1.28e-4,0,0.388,0.525,0.137,0.002,1012.917,0.001,340.378,0.059,6.4,32.17
0.31,5.94,2954.992,768.826,0.298,0.003,60.379,46.865,227.455,0.533,0.395,0.018,0.12,0.578,1.675,3.535,1.993e-4,0,0.382,0.525,0.142,0.003,1012.906,0.001,340.377,0.06,6.4,32.17
0.314,5.848,2954.384,768.218,0.298,0.003,60.406,46.858,226.667,0.533,0.395,0.018,0.12,0.577,1.646,3.482,8.236e-5,0,0.377,0.525,0.148,0.003,1012.895,0.001,340.377,0.06,6.4,32.17
0.319,5.76,2953.786,767.62,0.298,0.003,60.433,46.852,225.892,0.533,0.395,0.018,0.12,0.575,1.618,3.431,-4.489e-4,0,0.372,0.525,0.153,0.003,1012.884,0.001,340.377,0.061,6.4,32.17
0.323,5.674,2953.197,767.031,0.298,0.003,60.459,46.846,225.13,0.533,0.395,0.018,0.121,0.574,1.592,3.382,-4.195e-4,0,0.367,0.525,0.158,0.003,1012.873,0.001,340.376,0.062,6.4,32.17
0.328,5.592,2952.617,766.451,0.298,0.003,60.484,46.839,224.38,0.533,0.395,0.018,0.121,0.573,1.566,3.335,6.874e-6,0,0.362,0.525,0.163,0.003,1012.862,0.001,340.376,0.063,6.4,32.17
0.332,5.512,2952.046,765.88,0.298,0.003,60.508,46.833,223.64,0.533,0.395,0.018,0.121,0.572,1.541,3.289,1.78e-4,0,0.357,0.525,0.167,0.004,1012.85,0.001,340.375,0.064,6.4,32.17
0.337,5.434,2951.482,765.316,0.298,0.003,60.532,46.827,222.909,0.533,0.395,0.018,0.121,0.572,1.517,3.244,-3.447e-4,0,0.353,0.525,0.172,0.004,1012.839,0.001,340.375,0.065,6.4,32.17
0.341,5.359,2950.925,764.759,0.297,0.003,60.555,46.822,222.189,0.533,0.395,0.018,0.121,0.571,1.493,3.201,-4.659e-4,0,0.348,0.525,0.177,0.004,1012.828,0.001,340.375,0.066,6.4,32.17
0.345,5.286,2950.376,764.209,0.297,0.003,60.577,46.816,221.477,0.533,0.395,0.018,0.121,0.57,1.471,3.158,1.968e-4,0,0.344,0.525,0.181,0.004,1012.817,0.001,340.374,0.066,6.4,32.17
0.349,5.22,2949.875,763.708,0.297,0.003,60.598,46.81,220.828,0.533,0.395,0.018,0.121,0.569,1.45,3.121,-4.323e-4,0,0.34,0.525,0.185,0.004,1012.807,0.001,340.374,0.067,6.4,32.17
0.353,5.13,2949.386,763.22,0.297,0.003,60.626,46.805,220.386,0.533,0.395,0.018,0.121,0.568,1.423,3.068,1.845e-4,0,0.335,0.525,0.19,0.004,1012.796,0.001,340.374,0.068,6.4,32.17
0.357,5.036,2948.903,762.737,0.297,0.003,60.655,46.8,219.949,0.533,0.395,0.018,0.121,0.567,1.394,3.013,-3.472e-4,0,0.331,0.525,0.194,0.005,1012.785,0.001,340.373,0.069,6.4,32.17
0.361,4.944,2948.424,762.258,0.297,0.003,60.684,46.795,219.517,0.533,0.395,0.018,0.121,0.566,1.366,2.959,3.01e-4,0,0.327,0.525,0.198,0.005,1012.773,0.001,340.373,0.07,6.4,32.17
0.365,4.854,2947.95,761.784,0.297,0.003,60.712,46.79,219.088,0.533,0.395,0.018,0.121,0.565,1.338,2.906,1.005e-4,0,0.322,0.525,0.202,0.005,1012.762,0.001,340.373,0.07,6.4,32.17
0.369,4.766,2947.48,761.314,0.297,0.003,60.74,46.785,218.663,0.533,0.395,0.018,0.121,0.564,1.312,2.855,1.697e-4,0,0.318,0.525,0.207,0.005,1012.751,0.001,340.372,0.071,6.4,32.17
0.373,4.679,2947.014,760.848,0.297,0.003,60.767,46.78,218.242,0.533,0.395,0.018,0.121,0.563,1.286,2.804,4.256e-4,0,0.314,0.525,0.211,0.005,1012.74,0.001,340.372,0.072,6.4,32.17
0.377,4.595,2946.552,760.386,0.297,0.003,60.794,46.775,217.824,0.533,0.395,0.018,0.121,0.562,1.26,2.755,2.019e-4,0,0.31,0.525,0.215,0.005,1012.728,0.001,340.371,0.073,6.4,32.17
0.381,4.512,2946.093,759.927,0.297,0.003,60.82,46.77,217.409,0.533,0.395,0.018,0.121,0.561,1.235,2.706,-1.018e-4,0,0.306,0.525,0.219,0.006,1012.717,0.001,340.371,0.073,6.4,32.17
0.385,4.431,2945.638,759.472,0.297,0.003,60.846,46.765,216.997,0.533,0.395,0.018,0.121,0.56,1.211,2.658,-2.211e-5,0,0.303,0.525,0.222,0.006,1012.706,0.001,340.371,0.074,6.4,32.17
0.389,4.351,2945.186,759.02,0.297,0.003,60.872,46.76,216.588,0.533,0.395,0.018,0.121,0.559,1.187,2.611,-1.195e-4,0,0.299,0.525,0.226,0.006,1012.695,0.001,340.37,0.075,6.4,32.17
0.393,4.272,2944.737,758.57,0.297,0.003,60.898,46.756,216.182,0.533,0.395,0.018,0.121,0.559,1.164,2.565,-3.352e-4,0,0.295,0.525,0.23,0.006,1012.683,0.001,340.37,0.075,6.4,32.17
0.396,4.195,2944.29,758.124,0.297,0.003,60.923,46.751,215.778,0.533,0.395,0.018,0.121,0.558,1.141,2.519,4.496e-4,0,0.291,0.525,0.234,0.006,1012.672,0.001,340.369,0.076,6.4,32.17
0.4,4.119,2943.846,757.68,0.297,0.003,60.947,46.746,215.377,0.534,0.395,0.018,0.121,0.557,1.118,2.474,-3.17e-5,0,0.288,0.525,0.237,0.006,1012.66,0.001,340.369,0.077,6.4,32.17
0.404,4.044,2943.405,757.239,0.297,0.003,60.972,46.741,214.978,0.534,0.395,0.018,0.121,0.556,1.096,2.431,-1.961e-4,0,0.284,0.525,0.241,0.007,1012.649,0.001,340.369,0.077,6.4,32.17
0.408,3.97,2942.966,756.8,0.297,0.003,60.996,46.737,214.581,0.534,0.395,0.018,0.121,0.556,1.074,2.387,1.2e-4,0,0.28,0.525,0.245,0.007,1012.637,0.001,340.368,0.078,6.4,32.17
0.411,3.898,2942.53,756.363,0.297,0.003,61.02,46.732,214.186,0.534,0.395,0.018,0.121,0.555,1.053,2.344,-4.399e-5,0,0.277,0.525,0.248,0.007,1012.626,0.001,340.368,0.079,6.4,32.17
0.415,3.826,2942.095,755.929,0.297,0.003,61.044,46.727,213.793,0.534,0.395,0.018,0.121,0.554,1.032,2.301,4.002e-4,0,0.274,0.525,0.251,0.007,1012.614,0.001,340.368,0.08,6.4,32.17
0.419,3.755,2941.663,755.496,0.296,0.003,61.067,46.723,213.402,0.534,0.395,0.018,0.121,0.554,1.011,2.259,2.103e-4,0,0.27,0.525,0.255,0.007,1012.602,0.001,340.367,0.08,6.4,32.17
0.422,3.685,2941.232,755.066,0.296,0.003,61.09,46.718,213.013,0.534,0.395,0.018,0.121,0.553,0.991,2.217,-3.049e-4,0,0.267,0.525,0.258,0.007,1012.591,0.001,340.367,0.081,6.4,32.17
0.426,3.615,2940.803,754.637,0.296,0.003,61.113,46.713,212.625,0.534,0.395,0.018,0.121,0.552,0.971,2.176,-7.453e-5,0,0.263,0.525,0.262,0.008,1012.579,0.001,340.366,0.082,6.4,32.17
0.43,3.547,2940.376,754.21,0.296,0.003,61.136,46.709,212.239,0.534,0.395,0.018,0.121,0.552,0.951,2.136,-4.1e-4,0,0.26,0.525,0.265,0.008,1012.567,0.001,340.366,0.082,6.4,32.17
0.433,3.479,2939.95,753.784,0.296,0.003,61.159,46.704,211.854,0.534,0.395,0.018,0.121,0.551,0.931,2.096,6.248e-5,0,0.257,0.525,0.268,0.008,1012.555,0.001,340.366,0.083,6.4,32.17
0.437,3.412,2939.526,753.36,0.296,0.003,61.182,46.7,211.47,0.534,0.395,0.018,0.121,0.551,0.912,2.056,4.97e-4,0,0.254,0.525,0.271,0.008,1012.543,0.001,340.365,0.083,6.4,32.17
0.441,3.345,2939.103,752.937,0.296,0.003,61.204,46.695,211.088,0.534,0.395,0.018,0.121,0.55,0.893,2.017,1.761e-5,0,0.251,0.525,0.275,0.008,1012.531,0.001,340.365,0.084,6.4,32.17
0.444,3.279,2938.681,752.515,0.296,0.003,61.227,46.691,210.707,0.534,0.395,0.018,0.121,0.55,0.874,1.978,3.183e-4,0,0.247,0.525,0.278,0.008,1012.519,0.001,340.364,0.085,6.4,32.17
0.448,3.214,2938.261,752.095,0.296,0.003,61.249,46.686,210.326,0.534,0.395,0.018,0.121,0.549,0.856,1.938,2.407e-4,0,0.244,0.525,0.281,0.008,1012.507,0.001,340.364,0.085,6.4,32.17
0.451,3.155,2937.842,751.675,0.296,0.003,61.269,46.682,209.947,0.534,0.395,0.018,0.121,0.548,0.839,1.904,1.444e-4,0,0.241,0.525,0.284,0.009,1012.495,0.001,340.364,0.086,6.4,32.17
0.455,3.108,2937.423,751.257,0.296,0.003,61.285,46.677,209.569,0.534,0.395,0.018,0.121,0.548,0.825,1.875,1.384e-4,0,0.238,0.525,0.287,0.009,1012.483,0.001,340.363,0.087,6.4,32.17
0.458,3.061,2937.006,750.84,0.296,0.003,61.301,46.673,209.191,0.534,0.395,0.019,0.121,0.548,0.812,1.847,4.875e-4,0,0.235,0.525,0.29,0.009,1012.47,0.001,340.363,0.087,6.4,32.17
0.462,3.014,2936.589,750.423,0.296,0.003,61.318,46.668,208.815,0.534,0.395,0.019,0.121,0.547,0.799,1.82,-2.373e-4,0,0.232,0.525,0.293,0.009,1012.458,0.001,340.362,0.088,6.4,32.17
0.465,2.967,2936.174,750.008,0.296,0.003,61.334,46.664,208.439,0.534,0.395,0.019,0.121,0.547,0.786,1.792,-4.501e-4,0,0.229,0.525,0.296,0.009,1012.446,0.001,340.362,0.089,6.4,32.17
0.469,2.921,2935.759,749.593,0.296,0.003,61.35,46.659,208.064,0.534,0.395,0.019,0.121,0.547,0.772,1.764,-2.153e-4,0,0.227,0.525,0.299,0.009,1012.433,0.001,340.361,0.089,6.4,32.17
0.472,2.874,2935.345,749.178,0.296,0.003,61.366,46.655,207.689,0.534,0.395,0.019,0.121,0.546,0.759,1.737,2.839e-5,0,0.224,0.525,0.301,0.009,1012.421,0.001,340.361,0.09,6.4,32.17
0.476,2.828,2934.931,748.765,0.296,0.003,61.382,46.651,207.315,0.534,0.395,0.019,0.121,0.546,0.746,1.709,2.533e-4,0,0.221,0.525,0.304,0.009,1012.408,0.001,340.361,0.09,6.4,32.17
0.479,2.782,2934.518,748.352,0.296,0.003,61.398,46.646,206.942,0.534,0.395,0.019,0.121,0.546,0.733,1.681,-4.77e-5,0,0.218,0.525,0.307,0.009,1012.395,0.001,340.36,0.091,6.4,32.17
0.483,2.736,2934.105,747.939,0.296,0.003,61.414,46.642,206.568,0.534,0.395,0.019,0.121,0.545,0.721,1.653,-3.607e-4,0,0.215,0.525,0.31,0.009,1012.383,0.001,340.36,0.092,6.4,32.17
0.486,2.69,2933.693,747.527,0.296,0.003,61.43,46.637,206.196,0.534,0.395,0.019,0.121,0.545,0.708,1.627,5.815e-5,0,0.213,0.525,0.313,0.01,1012.37,0.001,340.359,0.092,6.4,32.17
0.49,2.644,2933.281,747.115,0.296,0.003,61.446,46.633,205.823,0.534,0.395,0.019,0.121,0.545,0.695,1.599,-3.356e-4,0,0.21,0.525,0.315,0.01,1012.357,0.001,340.359,0.093,6.4,32.17
0.493,2.598,2932.869,746.703,0.296,0.003,61.462,46.628,205.451,0.534,0.395,0.019,0.121,0.544,0.682,1.572,1.986e-4,0,0.207,0.525,0.318,0.01,1012.344,0.001,340.358,0.094,6.4,32.17
0.497,2.553,2932.458,746.291,0.296,0.003,61.478,46.624,205.079,0.534,0.394,0.019,0.121,0.544,0.67,1.545,4.156e-4,0,0.205,0.525,0.321,0.01,1012.331,0.001,340.358,0.094,6.4,32.17
0.5,2.503,2932.046,745.88,0.295,0.003,61.496,46.619,204.707,0.534,0.394,0.019,0.121,0.544,0.656,1.515,2.87e-4,0,0.202,0.525,0.323,0.01,1012.318,0.001,340.358,0.095,6.4,32.17
0.504,2.426,2931.635,745.469,0.295,0.003,61.523,46.615,204.335,0.535,0.394,0.019,0.121,0.543,0.634,1.468,2.444e-4,0,0.199,0.525,0.326,0.01,1012.304,0.001,340.357,0.095,6.4,32.17
0.507,2.349,2931.224,745.058,0.295,0.003,61.55,46.611,203.963,0.535,0.394,0.019,0.121,0.543,0.613,1.422,2.767e-4,0,0.197,0.525,0.328,0.01,1012.291,0.001,340.357,0.096,6.4,32.17
0.511,2.273,2930.813,744.646,0.295,0.003,61.578,46.606,203.591,0.535,0.394,0.019,0.121,0.542,0.592,1.376,-4.823e-5,0,0.194,0.525,0.331,0.01,1012.278,0.001,340.356,0.097,6.4,32.17
0.514,2.197,2930.401,744.235,0.295,0.003,61.605,46.602,203.219,0.535,0.394,0.019,0.121,0.542,0.572,1.33,-3.243e-4,0,0.192,0.525,0.333,0.01,1012.264,0.001,340.356,0.097,6.4,32.17
0.518,2.122,2929.99,743.824,0.295,0.003,61.631,46.597,202.847,0.535,0.394,0.019,0.121,0.542,0.551,1.285,-2.422e-4,0,0.189,0.525,0.336,0.01,1012.251,0.001,340.355,0.098,6.4,32.17
0.523,2.014,2929.392,743.226,0.295,0.003,61.67,46.591,202.307,0.535,0.394,0.019,0.121,0.541,0.522,1.22,9.693e-5,0,0.186,0.525,0.339,0.01,1012.231,0.001,340.355,0.099,6.4,32.17
0.527,1.94,2929.017,742.851,0.295,0.003,61.697,46.587,202.095,0.535,0.394,0.019,0.121,0.541,0.502,1.176,-4.436e-4,0,0.183,0.525,0.342,0.01,1012.217,0.001,340.354,0.099,6.4,32.17
0.53,1.867,2928.641,742.475,0.295,0.003,61.723,46.583,201.883,0.535,0.394,0.019,0.121,0.54,0.482,1.131,3.427e-4,0,0.181,0.525,0.344,0.01,1012.203,0.001,340.354,0.1,6.4,32.17
0.534,1.795,2928.265,742.098,0.295,0.003,61.75,46.579,201.671,0.535,0.394,0.019,0.121,0.54,0.463,1.088,-4.449e-5,0,0.179,0.525,0.347,0.01,1012.189,0.001,340.353,0.101,6.4,32.17
0.537,1.723,2927.888,741.722,0.295,0.003,61.776,46.575,201.459,0.535,0.394,0.019,0.121,0.539,0.444,1.044,-4.75e-4,0,0.176,0.525,0.349,0.01,1012.175,0.001,340.353,0.101,6.4,32.17
0.541,1.651,2927.511,741.345,0.295,0.003,61.802,46.571,201.246,0.535,0.394,0.019,0.121,0.539,0.424,1,-3.976e-4,0,0.174,0.525,0.351,0.01,1012.161,0.001,340.352,0.102,6.4,32.17
0.544,1.581,2927.133,740.967,0.295,0.003,61.828,46.566,201.033,0.535,0.394,0.019,0.121,0.539,0.406,0.958,-2.788e-4,0,0.172,0.525,0.353,0.009,1012.146,0.001,340.352,0.102,6.4,32.17
0.548,1.511,2926.755,740.589,0.295,0.003,61.854,46.562,200.82,0.535,0.394,0.019,0.121,0.539,0.387,0.915,2.941e-4,0,0.17,0.525,0.356,0.009,1012.132,0.001,340.351,0.103,6.4,32.17
0.551,1.451,2926.377,740.211,0.295,0.003,61.876,46.558,200.606,0.535,0.394,0.019,0.121,0.538,0.371,0.88,-3.362e-4,0,0.167,0.525,0.358,0.009,1012.117,0.001,340.351,0.104,6.4,32.17
0.555,1.411,2925.998,739.832,0.295,0.003,61.891,46.554,200.393,0.535,0.394,0.019,0.121,0.538,0.361,0.856,3.724e-4,0,0.165,0.525,0.36,0.009,1012.103,0.001,340.35,0.104,6.4,32.17
0.558,1.372,2925.618,739.452,0.295,0.003,61.905,46.55,200.179,0.535,0.394,0.019,0.121,0.538,0.351,0.832,-3.327e-5,0,0.163,0.525,0.362,0.009,1012.088,0.001,340.35,0.105,6.4,32.17
0.562,1.334,2925.238,739.072,0.295,0.003,61.92,46.546,199.964,0.535,0.394,0.019,0.121,0.538,0.34,0.809,-9.449e-5,0,0.161,0.525,0.364,0.009,1012.073,0.001,340.349,0.105,6.4,32.17
0.565,1.296,2924.858,738.691,0.295,0.003,61.934,46.542,199.75,0.535,0.394,0.019,0.121,0.538,0.33,0.787,3.857e-4,0,0.159,0.525,0.367,0.008,1012.058,0.001,340.349,0.106,6.4,32.17
0.569,1.258,2924.476,738.31,0.295,0.003,61.948,46.538,199.535,0.535,0.394,0.019,0.121,0.538,0.32,0.763,1.529e-4,0,0.157,0.525,0.369,0.008,1012.043,0.001,340.348,0.107,6.4,32.17
0.572,1.221,2924.094,737.928,0.295,0.003,61.962,46.534,199.319,0.535,0.394,0.019,0.121,0.538,0.311,0.741,-3.858e-4,0,0.155,0.525,0.371,0.008,1012.028,0.001,340.348,0.107,6.4,32.17
0.576,1.185,2923.712,737.546,0.295,0.003,61.976,46.529,199.104,0.535,0.394,0.019,0.122,0.538,0.301,0.72,-1.829e-4,0,0.153,0.525,0.373,0.007,1012.013,0.001,340.347,0.108,6.4,32.17
0.58,1.149,2923.328,737.162,0.295,0.003,61.989,46.525,198.887,0.535,0.394,0.019,0.122,0.538,0.292,0.699,1.147e-4,0,0.151,0.525,0.375,0.007,1011.997,0.001,340.347,0.108,6.4,32.17
0.583,1.114,2922.944,736.778,0.295,0.003,62.002,46.521,198.671,0.535,0.394,0.02,0.122,0.537,0.283,0.677,-4.206e-4,0,0.149,0.525,0.377,0.007,1011.982,0.001,340.346,0.109,6.4,32.17
0.587,1.08,2922.56,736.393,0.294,0.003,62.015,46.517,198.454,0.535,0.394,0.02,0.122,0.537,0.274,0.657,4.849e-4,0,0.147,0.525,0.379,0.006,1011.966,0.001,340.346,0.11,6.4,32.17
