# Time (s),Angle of attack (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reference length (cm),Reference area (cm²)
0.222,8.918,2966.351,780.199,0.299,0.003,59.548,46.985,242.18,0.532,0.395,0.017,0.12,0.618,2.668,5.237,-1.621e-4,0,0,0,0,2.771e-4,1013.083,0.001,340.383,0.042,6.4,32.17
0.252,7.593,2962.48,776.327,0.299,0.003,59.902,46.944,237.167,0.532,0.395,0.017,0.12,0.599,2.214,4.481,2.768e-5,0,0,0,0,8.74e-4,1013.03,0.001,340.381,0.048,6.4,32.17
0.296,6.226,2956.673,770.52,0.298,0.003,60.291,46.882,229.648,0.533,0.395,0.017,0.12,0.581,1.766,3.698,-5.437e-5,0,0,0,0,0.002,1012.936,0.001,340.378,0.057,6.4,32.17
0.346,5.263,2950.186,764.033,0.297,0.003,60.582,46.814,221.249,0.533,0.395,0.018,0.121,0.57,1.463,3.144,-1.787e-5,0,0,0,0,0.004,1012.814,0.001,340.374,0.067,6.4,32.17
0.349,5.22,2949.861,763.708,0.297,0.003,60.595,46.81,220.828,0.533,0.395,0.018,0.121,0.569,1.45,3.12,-4.884e-4,0,0,0,0,0.004,1012.807,0.001,340.374,0.067,6.4,32.17
0.353,5.139,2949.418,763.266,0.297,0.003,60.62,46.805,220.428,0.533,0.395,0.018,0.121,0.568,1.425,3.073,6.5e-5,0,0,0,0,0.004,1012.797,0.001,340.374,0.068,6.4,32.17
0.358,5.009,2948.755,762.602,0.297,0.003,60.66,46.798,219.828,0.533,0.395,0.018,0.121,0.567,1.386,2.997,1.375e-4,0,0,0,0,0.005,1012.781,0.001,340.373,0.069,6.4,32.17
0.367,4.82,2947.76,761.607,0.297,0.003,60.72,46.788,218.928,0.533,0.395,0.018,0.121,0.565,1.328,2.886,4.318e-4,0,0,0,0,0.005,1012.758,0.001,340.372,0.071,6.4,32.17
0.38,4.545,2946.267,760.114,0.297,0.003,60.807,46.772,217.578,0.533,0.395,0.018,0.121,0.562,1.245,2.725,-4.115e-4,0,0,0,0,0.006,1012.722,0.001,340.371,0.073,6.4,32.17
0.399,4.151,2944.027,757.875,0.297,0.003,60.934,46.748,215.553,0.533,0.395,0.018,0.121,0.557,1.128,2.492,-2.966e-4,0,0,0,0,0.006,1012.665,0.001,340.369,0.076,6.4,32.17
0.427,3.594,2940.668,754.515,0.296,0.003,61.118,46.712,212.515,0.534,0.395,0.018,0.121,0.552,0.965,2.163,1.831e-4,0,0,0,0,0.008,1012.575,0.001,340.366,0.082,6.4,32.17
0.47,2.901,2935.629,749.477,0.296,0.003,61.354,46.658,207.959,0.534,0.395,0.019,0.121,0.547,0.767,1.751,-2.598e-4,0,0,0,0,0.009,1012.43,0.001,340.361,0.089,6.4,32.17
0.52,2.055,2929.743,743.591,0.295,0.003,61.653,46.595,202.637,0.535,0.394,0.019,0.121,0.541,0.533,1.243,-4.229e-4,0,0,0,0,0.011,1012.243,0.001,340.355,0.098,6.4,32.17
0.523,1.987,2929.379,743.226,0.295,0.003,61.677,46.591,202.307,0.535,0.394,0.019,0.121,0.541,0.515,1.202,6.132e-5,0,0,0,0,0.011,1012.231,0.001,340.355,0.099,6.4,32.17
0.528,1.886,2928.88,742.728,0.295,0.003,61.714,46.585,202.026,0.535,0.394,0.019,0.121,0.54,0.487,1.14,4.419e-4,0,0,0,0,0.011,1012.212,0.001,340.354,0.1,6.4,32.17
0.535,1.736,2928.132,741.98,0.295,0.003,61.769,46.577,201.604,0.535,0.394,0.019,0.121,0.539,0.447,1.05,4.075e-4,0,0,0,0,0.012,1012.185,0.001,340.353,0.101,6.4,32.17
0.545,1.513,2927.011,740.858,0.295,0.003,61.851,46.565,200.972,0.535,0.394,0.019,0.121,0.539,0.388,0.914,-4.619e-4,0,0,0,0,0.012,1012.142,0.001,340.352,0.103,6.4,32.17
0.561,1.274,2925.328,739.176,0.295,0.003,61.94,46.547,200.023,0.535,0.394,0.019,0.121,0.538,0.325,0.769,-5.043e-5,0,0,0,0,0.012,1012.077,0.001,340.35,0.105,6.4,32.17
0.584,0.981,2922.804,736.652,0.295,0.003,62.051,46.52,198.599,0.535,0.394,0.02,0.122,0.537,0.248,0.59,-3.168e-4,0,0,0,0,0.012,1011.977,0.001,340.346,0.109,6.4,32.17
0.62,0.432,2919.019,732.866,0.294,0.003,62.263,46.478,196.465,0.536,0.394,0.02,0.122,0.536,0.108,0.255,-3.597e-4,0,0,0,0,0.012,1011.819,0.001,340.341,0.115,6.4,32.17
0.67,0.343,2913.655,727.502,0.294,0.003,62.3,46.42,193.44,0.537,0.394,0.02,0.122,0.537,0.085,0.222,1.132e-4,0,0,0,0,-0.01,1011.581,0.001,340.333,0.123,6.4,32.17
0.72,0.936,2908.291,722.138,0.293,0.003,62.075,46.361,190.415,0.537,0.394,0.021,0.122,0.539,0.237,0.589,2.119e-4,0,0,0,0,-0.008,1011.327,0.001,340.324,0.132,6.4,32.17
0.77,1.388,2902.927,716.775,0.292,0.003,61.909,46.303,187.39,0.538,0.394,0.021,0.123,0.541,0.355,0.87,-2.6e-4,0,0,0,0,-0.005,1011.057,0.001,340.315,0.14,6.4,32.17
0.82,1.673,2897.563,711.411,0.292,0.003,61.807,46.244,184.365,0.539,0.394,0.022,0.123,0.543,0.431,1.049,3.173e-4,0,0,0,0,-0.002,1010.772,0.001,340.306,0.147,6.4,32.17
0.837,1.758,2895.694,709.541,0.292,0.003,61.777,46.223,183.311,0.539,0.394,0.022,0.123,0.544,0.453,1.104,-1.975e-4,0,0,0,0,-0.002,1010.668,0.001,340.302,0.15,6.4,32.17
0.863,1.747,2893.166,707.014,0.291,0.003,61.783,46.195,181.888,0.539,0.394,0.023,0.123,0.544,0.451,1.098,3.16e-4,0,0,0,0,-8.523e-4,1010.51,0.001,340.297,0.154,6.4,32.17
0.902,1.533,2889.374,703.222,0.291,0.003,61.864,46.153,179.754,0.54,0.394,0.023,0.123,0.544,0.393,0.966,4.123e-4,0,0,0,0,-1.502e-4,1010.265,0.001,340.289,0.16,6.4,32.17
0.952,1.489,2884.539,698.387,0.29,0.003,61.883,46.099,177.033,0.541,0.394,0.024,0.124,0.545,0.382,0.941,2.051e-4,0,0,0,0,6.296e-5,1009.939,0.001,340.278,0.168,6.4,32.17
1.002,1.209,2879.704,693.551,0.29,0.003,61.991,46.045,174.311,0.542,0.394,0.024,0.124,0.544,0.308,0.767,4.94e-4,0,0,0,0,6.767e-4,1009.598,0.001,340.266,0.175,6.4,32.17
1.052,0.726,2874.868,688.716,0.289,0.003,62.177,45.991,171.59,0.543,0.394,0.025,0.124,0.544,0.183,0.461,1.941e-4,0,0,0,0,0.001,1009.243,0.001,340.254,0.182,6.4,32.17
1.102,0.326,2870.033,683.88,0.289,0.003,62.335,45.937,168.868,0.544,0.393,0.026,0.125,0.544,0.081,0.206,-3.798e-4,0,0,0,0,0.002,1008.874,0.001,340.242,0.189,6.4,32.17
1.152,0.208,2865.197,679.045,0.288,0.003,62.384,45.883,166.147,0.545,0.393,0.026,0.125,0.545,0.052,0.136,4.245e-4,0,0,0,0,-0.002,1008.491,0.001,340.229,0.196,6.4,32.17
1.186,0.612,2861.943,675.79,0.288,0.003,62.23,45.846,164.315,0.545,0.393,0.027,0.125,0.546,0.154,0.396,2.409e-4,0,0,0,0,-0.002,1008.225,0.001,340.22,0.201,6.4,32.17
1.236,0.944,2857.715,671.563,0.288,0.003,62.107,45.798,161.821,0.546,0.393,0.028,0.126,0.548,0.239,0.61,3.341e-4,0,0,0,0,-5.763e-4,1007.819,0.001,340.207,0.207,6.4,32.17
1.286,1.085,2853.488,667.335,0.287,0.003,62.058,45.75,159.326,0.547,0.393,0.028,0.126,0.549,0.276,0.703,-1.928e-4,0,0,0,0,-3.126e-5,1007.401,0.001,340.192,0.214,6.4,32.17
1.329,0.916,2849.863,663.71,0.287,0.003,62.125,45.709,157.187,0.548,0.393,0.029,0.126,0.55,0.232,0.595,1.657e-4,0,0,0,0,1.076e-4,1007.031,0.001,340.18,0.219,6.4,32.17
1.377,0.603,2845.797,659.644,0.286,0.003,62.248,45.662,154.788,0.549,0.393,0.03,0.127,0.55,0.152,0.393,2.904e-4,0,0,0,0,5.392e-4,1006.606,0.001,340.166,0.225,6.4,32.17
1.427,0.268,2841.569,655.417,0.286,0.003,62.382,45.614,152.294,0.55,0.393,0.031,0.127,0.551,0.067,0.175,1.201e-4,0,0,0,0,9.491e-4,1006.151,0.001,340.15,0.232,6.4,32.17
1.477,0.113,2837.342,651.189,0.285,0.003,62.447,45.565,149.799,0.551,0.393,0.032,0.127,0.551,0.028,0.075,-4.061e-4,0,0,0,0,-0.001,1005.685,0.001,340.135,0.238,6.4,32.17
1.527,0.434,2833.114,646.962,0.285,0.003,62.325,45.517,147.305,0.553,0.393,0.032,0.128,0.553,0.109,0.286,-3.457e-4,0,0,0,0,-6.234e-4,1005.206,0.001,340.119,0.244,6.4,32.17
1.577,0.595,2828.886,642.734,0.284,0.003,62.267,45.468,144.811,0.554,0.392,0.033,0.128,0.554,0.15,0.394,3.62e-4,0,0,0,0,-1.793e-4,1004.716,0.001,340.102,0.249,6.4,32.17
1.627,0.651,2824.659,638.506,0.284,0.003,62.249,45.419,142.316,0.555,0.392,0.034,0.128,0.555,0.164,0.432,4.234e-4,0,0,0,0,1.017e-8,1004.215,0.001,340.085,0.255,6.4,32.17
1.676,0.528,2820.535,634.383,0.283,0.003,62.3,45.371,139.883,0.556,0.392,0.035,0.129,0.556,0.133,0.351,-3.191e-4,0,0,0,0,1.782e-4,1003.716,0.001,340.069,0.26,6.4,32.17
1.681,0.5,2820.089,633.937,0.283,0.003,62.312,45.366,139.62,0.556,0.392,0.035,0.129,0.556,0.126,0.333,3.675e-4,0,0,0,0,2.113e-4,1003.661,0.001,340.067,0.261,6.4,32.17
1.689,0.455,2819.539,633.386,0.283,0.003,62.33,45.359,139.282,0.556,0.392,0.035,0.129,0.556,0.114,0.302,1.759e-4,0,0,0,0,2.621e-4,1003.579,0.001,340.064,0.262,6.4,32.17
1.701,0.382,2818.712,632.56,0.283,0.003,62.359,45.35,138.774,0.556,0.392,0.035,0.129,0.557,0.096,0.254,4.432e-4,0,0,0,0,3.369e-4,1003.455,0.001,340.06,0.263,6.4,32.17
1.719,0.276,2817.473,631.321,0.283,0.003,62.402,45.335,138.012,0.557,0.392,0.035,0.129,0.557,0.069,0.184,2.191e-6,0,0,0,0,4.363e-4,1003.268,0.001,340.054,0.265,6.4,32.17
1.745,0.101,2815.615,629.462,0.283,0.003,62.473,45.313,136.87,0.557,0.392,0.036,0.129,0.557,0.025,0.067,4.993e-4,0,0,0,0,5.278e-4,1002.986,0.001,340.044,0.268,6.4,32.17
1.785,0.197,2812.827,626.674,0.283,0.003,62.438,45.281,135.157,0.558,0.392,0.037,0.13,0.558,0.049,0.132,2.309e-4,0,0,0,0,-4.707e-4,1002.557,0.001,340.03,0.272,6.4,32.17
1.835,0.419,2809.346,623.193,0.282,0.003,62.355,45.24,133.017,0.559,0.392,0.037,0.13,0.56,0.105,0.281,-2.025e-4,0,0,0,0,-1.814e-4,1002.011,0.001,340.011,0.277,6.4,32.17
1.885,0.532,2805.864,619.712,0.282,0.003,62.315,45.199,130.878,0.56,0.392,0.038,0.13,0.561,0.134,0.358,1.287e-4,0,0,0,0,-2.564e-6,1001.456,0.001,339.993,0.282,6.4,32.17
1.933,0.464,2802.537,616.384,0.281,0.003,62.345,45.16,128.832,0.561,0.392,0.039,0.131,0.562,0.117,0.313,-3.23e-4,0,0,0,0,1.126e-4,1000.916,0.001,339.975,0.287,6.4,32.17
1.983,0.205,2799.056,612.903,0.281,0.003,62.45,45.119,126.693,0.562,0.391,0.04,0.131,0.562,0.051,0.138,-1.668e-4,0,0,0,0,3.676e-4,1000.342,0.001,339.955,0.291,6.4,32.17
2.033,0.09,2795.574,609.422,0.281,0.003,62.499,45.078,124.553,0.563,0.391,0.041,0.131,0.563,0.023,0.061,-1.36e-4,0,0,0,0,-4.06e-4,999.759,0.001,339.936,0.296,6.4,32.17
2.083,0.353,2792.093,605.941,0.28,0.003,62.399,45.036,122.414,0.564,0.391,0.041,0.132,0.565,0.089,0.241,-7.849e-5,0,0,0,0,-1.944e-4,999.166,0.001,339.916,0.3,6.4,32.17
2.133,0.48,2788.612,602.46,0.28,0.003,62.354,44.995,120.274,0.565,0.391,0.042,0.132,0.566,0.121,0.328,-7.377e-5,0,0,0,0,-4.71e-6,998.565,0.001,339.896,0.305,6.4,32.17
2.178,0.424,2785.514,599.362,0.279,0.003,62.379,44.958,118.37,0.566,0.391,0.043,0.132,0.567,0.107,0.289,3.745e-4,0,0,0,0,8.288e-5,998.024,0.001,339.878,0.309,6.4,32.17
2.227,0.182,2782.09,595.937,0.279,0.003,62.477,44.917,116.266,0.567,0.391,0.044,0.133,0.568,0.045,0.125,3.707e-4,0,0,0,0,3.107e-4,997.417,0.001,339.857,0.313,6.4,32.17
2.277,0.199,2778.608,592.456,0.279,0.003,62.474,44.876,114.126,0.568,0.391,0.045,0.133,0.569,0.05,0.138,4.35e-4,0,0,0,0,-3.079e-4,996.792,0.001,339.836,0.317,6.4,32.17
2.327,0.493,2775.127,588.975,0.278,0.003,62.363,44.834,111.987,0.569,0.391,0.045,0.133,0.57,0.124,0.341,-1.124e-4,0,0,0,0,-4.602e-5,996.16,0.001,339.815,0.321,6.4,32.17
2.358,0.545,2772.954,586.801,0.278,0.003,62.345,44.808,110.651,0.57,0.391,0.046,0.134,0.571,0.137,0.376,-1.396e-4,0,0,0,0,8.014e-6,995.761,0.001,339.802,0.323,6.4,32.17
2.392,0.481,2771.16,585.007,0.278,0.003,62.372,44.786,109.427,0.571,0.391,0.046,0.134,0.571,0.121,0.333,2.37e-4,0,0,0,0,1.793e-4,995.317,0.001,339.787,0.326,6.4,32.17
2.431,0.229,2769.169,583.017,0.278,0.003,62.473,44.762,108.07,0.572,0.391,0.047,0.134,0.572,0.057,0.158,7.04e-5,0,0,0,0,4.663e-4,994.821,0.001,339.77,0.328,6.4,32.17
2.481,0.189,2766.567,580.414,0.277,0.003,62.492,44.73,106.294,0.572,0.39,0.048,0.134,0.572,0.047,0.132,2.818e-4,0,0,0,0,-4.778e-4,994.166,0.001,339.748,0.332,6.4,32.17
2.531,0.469,2763.964,577.812,0.277,0.003,62.385,44.699,104.519,0.573,0.39,0.048,0.135,0.574,0.118,0.327,-3.114e-4,0,0,0,0,-1.205e-4,993.504,0.001,339.726,0.335,6.4,32.17
2.567,0.507,2762.054,575.902,0.277,0.003,62.373,44.676,103.216,0.574,0.39,0.049,0.135,0.574,0.128,0.353,-3.36e-4,0,0,0,0,1.316e-7,993.015,0.001,339.709,0.338,6.4,32.17
2.601,0.41,2760.31,574.158,0.276,0.003,62.413,44.655,102.027,0.575,0.39,0.049,0.135,0.575,0.103,0.286,-2.101e-5,0,0,0,0,1.018e-4,992.564,0.001,339.694,0.34,6.4,32.17
2.642,0.154,2758.186,572.034,0.276,0.003,62.516,44.629,100.578,0.575,0.39,0.05,0.135,0.575,0.038,0.107,-3.74e-4,0,0,0,0,3.024e-4,992.012,0.001,339.676,0.342,6.4,32.17
2.692,0.236,2755.583,569.431,0.276,0.003,62.486,44.597,98.803,0.576,0.39,0.05,0.136,0.576,0.059,0.166,-3.228e-4,0,0,0,0,-2.495e-4,991.329,0.001,339.653,0.346,6.4,32.17
2.742,0.488,2752.981,566.828,0.276,0.003,62.391,44.565,97.027,0.577,0.39,0.051,0.136,0.577,0.123,0.343,4.762e-4,0,0,0,0,-1.176e-5,990.641,0.001,339.63,0.349,6.4,32.17
2.774,0.437,2751.3,565.147,0.275,0.003,62.413,44.545,95.88,0.577,0.39,0.052,0.136,0.578,0.11,0.308,-2.845e-4,0,0,0,0,4.363e-5,990.193,0.001,339.615,0.35,6.4,32.17
2.81,0.256,2749.445,563.292,0.275,0.003,62.486,44.522,94.615,0.578,0.39,0.052,0.136,0.578,0.064,0.18,1.993e-4,0,0,0,0,2.136e-4,989.696,0.001,339.598,0.353,6.4,32.17
2.86,0.035,2746.842,560.69,0.275,0.003,62.575,44.49,92.84,0.579,0.39,0.053,0.136,0.579,0.009,0.025,3.432e-4,0,0,0,0,-3.363e-4,988.995,0.001,339.574,0.355,6.4,32.17
2.91,0.322,2744.239,558.087,0.275,0.003,62.465,44.458,91.065,0.58,0.39,0.053,0.137,0.58,0.081,0.228,-2.887e-4,0,0,0,0,-1.389e-4,988.288,0.001,339.551,0.358,6.4,32.17
2.956,0.386,2741.847,555.694,0.274,0.003,62.442,44.429,89.433,0.58,0.39,0.054,0.137,0.581,0.097,0.274,1.413e-4,0,0,0,0,-1.076e-7,987.633,0.001,339.529,0.36,6.4,32.17
2.993,0.307,2739.877,553.725,0.274,0.003,62.475,44.404,88.089,0.581,0.39,0.054,0.137,0.581,0.077,0.217,2.586e-4,0,0,0,0,7.747e-5,987.092,0.001,339.51,0.362,6.4,32.17
3.041,6.272e-4,2737.423,551.271,0.274,0.003,62.598,44.374,86.415,0.582,0.39,0.055,0.137,0.582,1.566e-4,2.255e-4,4.309e-4,0,0,0,0,1.793e-4,986.413,0.001,339.488,0.364,6.4,32.17
3.091,0.246,2734.82,548.668,0.273,0.003,62.504,44.342,84.64,0.582,0.39,0.055,0.137,0.582,0.062,0.176,4.62e-4,0,0,0,0,-8.307e-5,985.689,0.001,339.463,0.367,6.4,32.17
3.141,0.341,2732.218,546.065,0.273,0.003,62.469,44.31,82.865,0.583,0.389,0.056,0.138,0.583,0.086,0.243,-4.222e-4,0,0,0,0,2.638e-6,984.96,0.001,339.439,0.369,6.4,32.17
3.181,0.226,2730.106,543.954,0.273,0.003,62.516,44.283,81.424,0.584,0.389,0.056,0.138,0.584,0.057,0.162,-4.953e-4,0,0,0,0,1.006e-4,984.366,0.001,339.419,0.37,6.4,32.17
3.231,0.014,2727.503,541.351,0.273,0.003,62.602,44.251,79.649,0.584,0.389,0.057,0.138,0.584,0.003,0.01,-3.102e-4,0,0,0,0,-1.837e-4,983.63,0.001,339.394,0.372,6.4,32.17
3.281,0.228,2724.901,538.748,0.272,0.003,62.519,44.219,77.874,0.585,0.389,0.057,0.138,0.585,0.057,0.164,-3.413e-5,0,0,0,0,-8.151e-5,982.891,0.001,339.369,0.374,6.4,32.17
3.321,0.3,2722.827,536.674,0.272,0.003,62.492,44.193,76.459,0.585,0.389,0.058,0.138,0.585,0.076,0.216,2.099e-4,0,0,0,0,-1.585e-6,982.299,0.001,339.349,0.376,6.4,32.17
3.365,0.219,2721.212,535.059,0.272,0.003,62.526,44.173,75.272,0.586,0.389,0.058,0.138,0.586,0.055,0.158,-2.024e-4,0,0,0,0,5.478e-5,981.643,0.001,339.327,0.377,6.4,32.17
3.415,0.03,2719.375,533.223,0.272,0.003,62.602,44.15,73.922,0.586,0.389,0.058,0.139,0.586,0.008,0.022,-9.672e-5,0,0,0,0,-1.21e-4,980.895,0.001,339.302,0.379,6.4,32.17
3.465,0.254,2717.539,531.386,0.271,0.003,62.516,44.127,72.572,0.587,0.389,0.059,0.139,0.587,0.064,0.183,-5.298e-5,0,0,0,0,-2.82e-5,980.143,0.001,339.277,0.38,6.4,32.17
3.515,0.262,2715.702,529.55,0.271,0.003,62.514,44.104,71.222,0.587,0.389,0.059,0.139,0.587,0.066,0.19,-2.609e-4,0,0,0,0,2.396e-5,979.388,0.001,339.252,0.382,6.4,32.17
3.563,0.084,2713.922,527.77,0.271,0.003,62.585,44.081,69.913,0.588,0.389,0.059,0.139,0.588,0.021,0.06,1.228e-4,0,0,0,0,1.239e-4,978.654,0.001,339.227,0.383,6.4,32.17
3.613,0.118,2712.086,525.933,0.271,0.003,62.573,44.058,68.564,0.588,0.389,0.06,0.139,0.588,0.03,0.086,1.668e-4,0,0,0,0,-1.102e-4,977.894,0.001,339.201,0.385,6.4,32.17
3.663,0.253,2710.249,524.097,0.27,0.003,62.522,44.035,67.214,0.588,0.389,0.06,0.139,0.589,0.064,0.184,2.064e-4,0,0,0,0,-9.793e-6,977.132,0.001,339.176,0.386,6.4,32.17
3.712,0.211,2708.45,522.298,0.27,0.003,62.539,44.012,65.891,0.589,0.389,0.06,0.139,0.589,0.053,0.154,2.868e-4,0,0,0,0,3.431e-5,976.383,0.001,339.151,0.387,6.4,32.17
3.762,0.014,2706.614,520.461,0.27,0.003,62.618,43.989,64.541,0.589,0.389,0.061,0.14,0.589,0.004,0.011,-1.929e-4,0,0,0,0,1.083e-4,975.617,0.001,339.125,0.388,6.4,32.17
3.812,0.195,2704.777,518.625,0.27,0.003,62.548,43.966,63.191,0.589,0.389,0.061,0.14,0.589,0.049,0.142,4.161e-4,0,0,0,0,-4.264e-5,974.848,0.001,339.099,0.389,6.4,32.17
3.862,0.22,2702.941,516.789,0.27,0.003,62.539,43.943,61.842,0.59,0.389,0.061,0.14,0.59,0.055,0.161,4.627e-4,0,0,0,0,3.2e-6,974.078,0.001,339.073,0.39,6.4,32.17
3.912,0.104,2701.105,514.952,0.269,0.003,62.586,43.919,60.492,0.59,0.389,0.061,0.14,0.59,0.026,0.076,-4.521e-4,0,0,0,0,6.629e-5,973.305,0.001,339.047,0.391,6.4,32.17
3.962,0.058,2699.268,513.116,0.269,0.003,62.605,43.896,59.142,0.59,0.389,0.062,0.14,0.59,0.015,0.042,-1.617e-5,0,0,0,0,-8.253e-5,972.532,0.001,339.021,0.392,6.4,32.17
