# Time (s),Angle of attack (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reference length (cm),Reference area (cm²)
0.08,27.052,2984.598,798.31,0.301,0.003,NaN,47.176,214.247,0.611,0.474,0.017,0.12,0.719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.234,0.001,340.388,0.015,6.4,32.17
0.091,24.01,2983.29,797.002,0.301,0.003,NaN,47.162,202.307,0.599,0.462,0.017,0.12,0.741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.228,0.001,340.388,0.017,6.4,32.17
0.101,21.78,2982.076,795.788,0.301,0.003,NaN,47.15,208.8,0.59,0.453,0.017,0.12,0.749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.221,0.001,340.388,0.018,6.4,32.17
0.111,19.768,2980.862,794.573,0.301,0.003,NaN,47.137,215.294,0.581,0.444,0.017,0.12,0.749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.214,0.001,340.388,0.02,6.4,32.17
0.121,18.018,2979.648,793.359,0.3,0.003,NaN,47.124,221.787,0.573,0.436,0.017,0.12,0.744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.206,0.001,340.387,0.022,6.4,32.17
0.131,16.488,2978.434,792.145,0.3,0.003,NaN,47.112,228.281,0.566,0.429,0.017,0.12,0.735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.198,0.001,340.387,0.023,6.4,32.17
0.14,15.27,2977.341,791.053,0.3,0.003,NaN,47.1,234.125,0.559,0.422,0.017,0.12,0.722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.189,0.001,340.387,0.025,6.4,32.17
0.15,14.079,2976.007,789.718,0.3,0.003,NaN,47.086,235.963,0.553,0.415,0.017,0.12,0.705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.179,0.001,340.387,0.027,6.4,32.17
0.16,13.101,2974.673,788.384,0.3,0.003,NaN,47.072,237.801,0.546,0.409,0.017,0.12,0.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.169,0.001,340.386,0.029,6.4,32.17
0.17,12.241,2973.338,787.049,0.3,0.003,NaN,47.058,239.64,0.541,0.404,0.017,0.12,0.672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.157,0.001,340.386,0.031,6.4,32.17
0.18,11.503,2972.048,785.759,0.3,0.003,NaN,47.045,241.417,0.536,0.399,0.017,0.12,0.657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.145,0.001,340.385,0.033,6.4,32.17
0.189,10.882,2970.838,784.549,0.3,0.003,59.079,47.032,243.084,0.532,0.395,0.017,0.12,0.645,3.377,6.357,2.185e-4,0,1.75,1.75,0,0,1013.133,0.001,340.385,0.035,6.4,32.17
0.192,10.686,2970.439,784.151,0.299,0.003,59.125,47.028,243.633,0.532,0.395,0.017,0.12,0.642,3.305,6.247,-4.647e-4,0,1.75,1.75,0,2.649e-6,1013.128,0.001,340.385,0.036,6.4,32.17
0.195,10.503,2970.055,783.766,0.299,0.003,59.169,47.024,244.163,0.532,0.395,0.017,0.12,0.64,3.237,6.143,-2.459e-4,0,1.75,1.75,0,1.007e-5,1013.124,0.001,340.385,0.036,6.4,32.17
0.197,10.331,2969.683,783.394,0.299,0.003,59.211,47.02,244.675,0.532,0.395,0.017,0.12,0.637,3.174,6.046,2.191e-5,0,1.713,1.75,0.037,2.156e-5,1013.12,0.001,340.385,0.037,6.4,32.17
0.202,10.047,2969.068,782.78,0.299,0.003,59.28,47.014,245.522,0.532,0.395,0.017,0.12,0.633,3.071,5.885,4.358e-4,0,1.694,1.75,0.055,4.937e-5,1013.114,0.001,340.384,0.038,6.4,32.17
0.205,9.883,2968.725,782.436,0.299,0.003,59.321,47.01,245.077,0.532,0.395,0.017,0.12,0.631,3.011,5.792,-2.464e-4,0,1.683,1.75,0.066,7.002e-5,1013.11,0.001,340.384,0.038,6.4,32.17
0.207,9.726,2968.389,782.101,0.299,0.003,59.36,47.006,244.643,0.532,0.395,0.017,0.12,0.629,2.955,5.704,-3.628e-4,0,1.673,1.75,0.077,9.332e-5,1013.106,0.001,340.384,0.039,6.4,32.17
0.21,9.578,2968.061,781.772,0.299,0.003,59.397,47.003,244.218,0.532,0.395,0.017,0.12,0.627,2.902,5.62,4.489e-4,0,1.663,1.75,0.087,1.19e-4,1013.102,0.001,340.384,0.039,6.4,32.17
0.212,9.435,2967.737,781.448,0.299,0.003,59.433,47,243.798,0.532,0.395,0.017,0.12,0.625,2.851,5.539,-1.304e-4,0,1.652,1.75,0.097,1.47e-4,1013.098,0.001,340.384,0.04,6.4,32.17
0.215,9.296,2967.412,781.124,0.299,0.003,59.468,46.996,243.378,0.532,0.395,0.017,0.12,0.623,2.802,5.459,-1.416e-4,0,1.642,1.75,0.107,1.776e-4,1013.094,0.001,340.384,0.04,6.4,32.17
0.217,9.161,2967.088,780.799,0.299,0.003,59.503,46.993,242.958,0.532,0.395,0.017,0.12,0.621,2.754,5.382,-2.76e-4,0,1.632,1.75,0.117,2.106e-4,1013.09,0.001,340.384,0.041,6.4,32.17
0.22,9.028,2966.764,780.475,0.299,0.003,59.537,46.989,242.538,0.532,0.395,0.017,0.12,0.619,2.707,5.307,3.259e-4,0,1.622,1.75,0.127,2.46e-4,1013.086,0.001,340.383,0.041,6.4,32.17
0.222,8.9,2966.439,780.151,0.299,0.003,59.57,46.986,242.118,0.532,0.395,0.017,0.12,0.618,2.662,5.234,-3.233e-4,0,1.612,1.75,0.137,2.837e-4,1013.082,0.001,340.383,0.042,6.4,32.17
0.225,8.774,2966.115,779.826,0.299,0.003,59.603,46.983,241.698,0.532,0.395,0.017,0.12,0.616,2.618,5.163,4.631e-4,0,1.602,1.75,0.147,3.236e-4,1013.078,0.001,340.383,0.042,6.4,32.17
0.227,8.651,2965.791,779.502,0.299,0.003,59.635,46.979,241.278,0.532,0.395,0.017,0.12,0.614,2.575,5.093,2.575e-4,0,1.592,1.75,0.157,3.656e-4,1013.074,0.001,340.383,0.043,6.4,32.17
0.23,8.532,2965.466,779.178,0.299,0.003,59.666,46.976,240.858,0.532,0.395,0.017,0.12,0.613,2.534,5.024,4.37e-4,0,1.583,1.75,0.167,4.097e-4,1013.069,0.001,340.383,0.043,6.4,32.17
0.232,8.415,2965.142,778.853,0.299,0.003,59.697,46.972,240.438,0.532,0.395,0.017,0.12,0.611,2.494,4.958,8.197e-5,0,1.573,1.75,0.177,4.558e-4,1013.065,0.001,340.383,0.044,6.4,32.17
0.235,8.3,2964.818,778.529,0.299,0.003,59.728,46.969,240.018,0.532,0.395,0.017,0.12,0.609,2.454,4.892,3.714e-4,0,1.563,1.75,0.187,5.039e-4,1013.061,0.001,340.383,0.045,6.4,32.17
0.237,8.189,2964.493,778.205,0.299,0.003,59.758,46.966,239.598,0.532,0.395,0.017,0.12,0.608,2.416,4.829,2.464e-4,0,1.553,1.75,0.197,5.538e-4,1013.056,0.001,340.382,0.045,6.4,32.17
0.24,8.079,2964.169,777.88,0.299,0.003,59.787,46.962,239.178,0.532,0.395,0.017,0.12,0.606,2.379,4.766,3.605e-4,0,1.543,1.75,0.207,6.055e-4,1013.052,0.001,340.382,0.046,6.4,32.17
0.242,7.973,2963.845,777.556,0.299,0.003,59.816,46.959,238.758,0.532,0.395,0.017,0.12,0.605,2.342,4.705,-4.138e-4,0,1.533,1.75,0.217,6.589e-4,1013.047,0.001,340.382,0.046,6.4,32.17
0.245,7.868,2963.52,777.232,0.299,0.003,59.844,46.955,238.338,0.532,0.395,0.017,0.12,0.603,2.307,4.646,-4.025e-4,0,1.524,1.75,0.226,7.141e-4,1013.043,0.001,340.382,0.047,6.4,32.17
0.247,7.766,2963.196,776.907,0.299,0.003,59.872,46.952,237.918,0.532,0.395,0.017,0.12,0.602,2.272,4.586,2.98e-4,0,1.514,1.75,0.236,7.71e-4,1013.038,0.001,340.382,0.047,6.4,32.17
0.25,7.666,2962.872,776.583,0.299,0.003,59.9,46.948,237.498,0.532,0.395,0.017,0.12,0.6,2.239,4.529,1.145e-4,0,1.504,1.75,0.246,8.294e-4,1013.033,0.001,340.382,0.048,6.4,32.17
0.252,7.575,2962.547,776.259,0.299,0.003,59.925,46.945,237.078,0.532,0.395,0.017,0.12,0.599,2.208,4.477,4.242e-4,0,1.494,1.75,0.256,8.894e-4,1013.029,0.001,340.381,0.048,6.4,32.17
0.255,7.486,2962.223,775.934,0.299,0.003,59.949,46.942,236.658,0.532,0.395,0.017,0.12,0.598,2.178,4.427,-3.629e-4,0,1.485,1.75,0.265,9.51e-4,1013.024,0.001,340.381,0.049,6.4,32.17
0.257,7.4,2961.899,775.61,0.299,0.003,59.973,46.938,236.238,0.532,0.395,0.017,0.12,0.597,2.15,4.377,-2.985e-4,0,1.475,1.75,0.275,0.001,1013.019,0.001,340.381,0.049,6.4,32.17
0.26,7.315,2961.574,775.286,0.299,0.003,59.997,46.935,235.818,0.532,0.395,0.017,0.12,0.596,2.121,4.329,5.214e-5,0,1.465,1.75,0.285,0.001,1013.014,0.001,340.381,0.05,6.4,32.17
0.262,7.231,2961.25,774.961,0.299,0.003,60.02,46.931,235.399,0.532,0.395,0.017,0.12,0.595,2.094,4.281,2.725e-4,0,1.456,1.75,0.294,0.001,1013.009,0.001,340.381,0.05,6.4,32.17
0.265,7.15,2960.926,774.637,0.298,0.003,60.043,46.928,234.979,0.532,0.395,0.017,0.12,0.593,2.067,4.234,-1.231e-5,0,1.446,1.75,0.304,0.001,1013.004,0.001,340.381,0.051,6.4,32.17
0.267,7.069,2960.601,774.313,0.298,0.003,60.066,46.924,234.559,0.532,0.395,0.017,0.12,0.592,2.04,4.188,-2.395e-4,0,1.436,1.75,0.314,0.001,1012.999,0.001,340.38,0.051,6.4,32.17
0.27,6.991,2960.277,773.988,0.298,0.003,60.088,46.921,234.139,0.532,0.395,0.017,0.12,0.591,2.014,4.143,7.647e-6,0,1.427,1.75,0.323,0.001,1012.994,0.001,340.38,0.052,6.4,32.17
0.272,6.913,2959.953,773.664,0.298,0.003,60.11,46.918,233.719,0.532,0.395,0.017,0.12,0.59,1.989,4.099,2.077e-4,0,1.417,1.75,0.333,0.001,1012.989,0.001,340.38,0.052,6.4,32.17
0.275,6.837,2959.628,773.339,0.298,0.003,60.132,46.914,233.299,0.532,0.395,0.017,0.12,0.589,1.964,4.055,-8.122e-5,0,1.408,1.75,0.342,0.001,1012.984,0.001,340.38,0.053,6.4,32.17
0.277,6.762,2959.304,773.015,0.298,0.003,60.153,46.911,232.879,0.533,0.395,0.017,0.12,0.588,1.94,4.011,3.765e-4,0,1.398,1.75,0.352,0.002,1012.978,0.001,340.38,0.053,6.4,32.17
0.28,6.689,2958.98,772.691,0.298,0.003,60.175,46.907,232.459,0.533,0.395,0.017,0.12,0.587,1.916,3.97,-3.087e-4,0,1.389,1.75,0.362,0.002,1012.973,0.001,340.38,0.054,6.4,32.17
0.282,6.617,2958.655,772.366,0.298,0.003,60.195,46.904,232.039,0.533,0.395,0.017,0.12,0.586,1.892,3.928,-8.556e-5,0,1.379,1.75,0.371,0.002,1012.968,0.001,340.379,0.054,6.4,32.17
0.285,6.545,2958.331,772.042,0.298,0.003,60.216,46.9,231.619,0.533,0.395,0.017,0.12,0.585,1.869,3.887,4.928e-4,0,1.37,1.75,0.381,0.002,1012.962,0.001,340.379,0.055,6.4,32.17
0.287,6.476,2958.006,771.718,0.298,0.003,60.236,46.897,231.199,0.533,0.395,0.017,0.12,0.584,1.847,3.847,-1.182e-4,0,1.36,1.75,0.39,0.002,1012.957,0.001,340.379,0.055,6.4,32.17
0.29,6.407,2957.682,771.393,0.298,0.003,60.256,46.894,230.779,0.533,0.395,0.017,0.12,0.584,1.824,3.807,3.353e-4,0,1.351,1.75,0.4,0.002,1012.951,0.001,340.379,0.056,6.4,32.17
0.292,6.339,2957.358,771.069,0.298,0.003,60.276,46.89,230.359,0.533,0.395,0.017,0.12,0.583,1.803,3.769,1.432e-4,0,1.341,1.75,0.409,0.002,1012.946,0.001,340.379,0.056,6.4,32.17
0.295,6.272,2957.033,770.745,0.298,0.003,60.296,46.887,229.939,0.533,0.395,0.017,0.12,0.582,1.781,3.73,-1.645e-4,0,1.332,1.75,0.418,0.002,1012.94,0.001,340.378,0.057,6.4,32.17
0.297,6.206,2956.709,770.42,0.298,0.003,60.315,46.883,229.519,0.533,0.395,0.018,0.12,0.581,1.76,3.692,1.222e-4,0,1.322,1.75,0.428,0.002,1012.935,0.001,340.378,0.057,6.4,32.17
0.3,6.141,2956.385,770.096,0.298,0.003,60.334,46.88,229.099,0.533,0.395,0.018,0.12,0.58,1.739,3.655,-4.11e-4,0,1.313,1.75,0.437,0.002,1012.929,0.001,340.378,0.058,6.4,32.17
0.302,6.088,2956.06,769.772,0.298,0.003,60.35,46.876,228.679,0.533,0.395,0.018,0.12,0.58,1.723,3.624,4.186e-4,0,1.304,1.75,0.447,0.002,1012.923,0.001,340.378,0.058,6.4,32.17
0.305,6.037,2955.736,769.447,0.298,0.003,60.365,46.873,228.259,0.533,0.395,0.018,0.12,0.579,1.706,3.594,-3.436e-4,0,1.294,1.75,0.456,0.002,1012.917,0.001,340.378,0.059,6.4,32.17
0.307,5.986,2955.412,769.123,0.298,0.003,60.38,46.87,227.839,0.533,0.395,0.018,0.12,0.578,1.69,3.565,-2.097e-4,0,1.285,1.75,0.465,0.003,1012.912,0.001,340.378,0.059,6.4,32.17
0.31,5.937,2955.087,768.799,0.298,0.003,60.395,46.866,227.419,0.533,0.395,0.018,0.12,0.578,1.674,3.537,-3.355e-4,0,1.276,1.75,0.474,0.003,1012.906,0.001,340.377,0.06,6.4,32.17
0.312,5.887,2954.763,768.474,0.298,0.003,60.41,46.863,226.999,0.533,0.395,0.018,0.12,0.577,1.659,3.509,-2.979e-6,0,1.267,1.75,0.484,0.003,1012.9,0.001,340.377,0.06,6.4,32.17
0.315,5.839,2954.439,768.15,0.298,0.003,60.425,46.859,226.579,0.533,0.395,0.018,0.12,0.576,1.643,3.481,1.921e-5,0,1.257,1.75,0.493,0.003,1012.894,0.001,340.377,0.061,6.4,32.17
0.317,5.79,2954.114,767.826,0.298,0.003,60.439,46.856,226.159,0.533,0.395,0.018,0.12,0.576,1.628,3.453,8.473e-6,0,1.248,1.75,0.502,0.003,1012.888,0.001,340.377,0.061,6.4,32.17
0.32,5.743,2953.79,767.501,0.298,0.003,60.454,46.852,225.739,0.533,0.395,0.018,0.12,0.575,1.613,3.426,-2.675e-4,0,1.239,1.75,0.511,0.003,1012.882,0.001,340.377,0.062,6.4,32.17
0.322,5.696,2953.466,767.177,0.298,0.003,60.468,46.849,225.319,0.533,0.395,0.018,0.121,0.575,1.599,3.399,7.498e-5,0,1.23,1.75,0.521,0.003,1012.876,0.001,340.376,0.062,6.4,32.17
0.325,5.649,2953.141,766.853,0.298,0.003,60.482,46.845,224.899,0.533,0.395,0.018,0.121,0.574,1.584,3.372,3.625e-4,0,1.221,1.75,0.53,0.003,1012.869,0.001,340.376,0.063,6.4,32.17
0.327,5.603,2952.817,766.528,0.298,0.003,60.496,46.842,224.479,0.533,0.395,0.018,0.121,0.574,1.57,3.345,1.619e-4,0,1.212,1.75,0.539,0.003,1012.863,0.001,340.376,0.063,6.4,32.17
0.33,5.558,2952.493,766.204,0.298,0.003,60.51,46.839,224.059,0.533,0.395,0.018,0.121,0.573,1.555,3.319,-4.328e-4,0,1.202,1.75,0.548,0.003,1012.857,0.001,340.376,0.064,6.4,32.17
0.332,5.513,2952.168,765.88,0.298,0.003,60.523,46.835,223.639,0.533,0.395,0.018,0.121,0.572,1.541,3.293,2.47e-4,0,1.193,1.75,0.557,0.003,1012.85,0.001,340.375,0.064,6.4,32.17
0.335,5.468,2951.844,765.555,0.298,0.003,60.537,46.832,223.219,0.533,0.395,0.018,0.121,0.572,1.527,3.267,-2.297e-4,0,1.184,1.75,0.566,0.004,1012.844,0.001,340.375,0.064,6.4,32.17
0.337,5.424,2951.52,765.231,0.298,0.003,60.551,46.828,222.8,0.533,0.395,0.018,0.121,0.571,1.514,3.241,-1.864e-5,0,1.175,1.75,0.575,0.004,1012.838,0.001,340.375,0.065,6.4,32.17
0.34,5.38,2951.195,764.907,0.297,0.003,60.564,46.825,222.38,0.533,0.395,0.018,0.121,0.571,1.5,3.217,4.422e-4,0,1.166,1.75,0.584,0.004,1012.831,0.001,340.375,0.065,6.4,32.17
0.342,5.336,2950.871,764.582,0.297,0.003,60.578,46.821,221.96,0.533,0.395,0.018,0.121,0.57,1.487,3.191,2.135e-4,0,1.157,1.75,0.593,0.004,1012.825,0.001,340.375,0.066,6.4,32.17
0.345,5.293,2950.547,764.258,0.297,0.003,60.591,46.818,221.54,0.533,0.395,0.018,0.121,0.57,1.473,3.167,4.923e-4,0,1.149,1.75,0.602,0.004,1012.818,0.001,340.374,0.066,6.4,32.17
0.347,5.251,2950.222,763.934,0.297,0.003,60.604,46.814,221.12,0.533,0.395,0.018,0.121,0.569,1.46,3.142,-1.235e-4,0,1.14,1.75,0.611,0.004,1012.811,0.001,340.374,0.067,6.4,32.17
0.35,5.209,2949.907,763.618,0.297,0.003,60.617,46.811,220.747,0.533,0.395,0.018,0.121,0.569,1.447,3.118,2.76e-4,0,1.131,1.75,0.62,0.004,1012.805,0.001,340.374,0.067,6.4,32.17
0.352,5.152,2949.613,763.324,0.297,0.003,60.635,46.808,220.481,0.533,0.395,0.018,0.121,0.568,1.43,3.084,-2.61e-4,0,1.122,1.75,0.628,0.004,1012.798,0.001,340.374,0.068,6.4,32.17
0.355,5.094,2949.319,763.03,0.297,0.003,60.652,46.805,220.214,0.533,0.395,0.018,0.121,0.568,1.412,3.05,-2.855e-4,0,1.113,1.751,0.637,0.004,1012.791,0.001,340.373,0.068,6.4,32.17
0.357,5.037,2949.024,762.736,0.297,0.003,60.67,46.802,219.948,0.533,0.395,0.018,0.121,0.567,1.394,3.017,-4.812e-4,0,1.104,1.751,0.646,0.004,1012.785,0.001,340.373,0.069,6.4,32.17
0.36,4.981,2948.73,762.441,0.297,0.003,60.688,46.799,219.682,0.533,0.395,0.018,0.121,0.566,1.377,2.984,2.742e-5,0,1.096,1.751,0.655,0.005,1012.778,0.001,340.373,0.069,6.4,32.17
0.362,4.925,2948.436,762.147,0.297,0.003,60.706,46.795,219.416,0.533,0.395,0.018,0.121,0.566,1.36,2.951,-1.399e-4,0,1.087,1.751,0.664,0.005,1012.771,0.001,340.373,0.07,6.4,32.17
0.365,4.869,2948.141,761.853,0.297,0.003,60.723,46.792,219.15,0.533,0.395,0.018,0.121,0.565,1.343,2.919,-4.202e-4,0,1.078,1.751,0.672,0.005,1012.764,0.001,340.373,0.07,6.4,32.17
0.367,4.814,2947.847,761.558,0.297,0.003,60.74,46.789,218.884,0.533,0.395,0.018,0.121,0.564,1.326,2.887,-3.257e-4,0,1.07,1.751,0.681,0.005,1012.757,0.001,340.372,0.071,6.4,32.17
0.37,4.759,2947.553,761.264,0.297,0.003,60.758,46.786,218.618,0.533,0.395,0.018,0.121,0.564,1.31,2.855,3.41e-4,0,1.061,1.751,0.689,0.005,1012.75,0.001,340.372,0.071,6.4,32.17
0.372,4.705,2947.259,760.97,0.297,0.003,60.775,46.783,218.352,0.533,0.395,0.018,0.121,0.563,1.293,2.823,3.433e-4,0,1.053,1.751,0.698,0.005,1012.743,0.001,340.372,0.072,6.4,32.17
0.375,4.651,2946.964,760.676,0.297,0.003,60.792,46.78,218.086,0.533,0.395,0.018,0.121,0.563,1.277,2.791,4.584e-4,0,1.044,1.751,0.706,0.005,1012.736,0.001,340.372,0.072,6.4,32.17
0.377,4.598,2946.67,760.381,0.297,0.003,60.809,46.777,217.82,0.533,0.395,0.018,0.121,0.562,1.261,2.76,2.87e-4,0,1.036,1.751,0.715,0.005,1012.728,0.001,340.371,0.073,6.4,32.17
0.38,4.545,2946.376,760.087,0.297,0.003,60.826,46.773,217.553,0.533,0.395,0.018,0.121,0.562,1.245,2.729,4.428e-4,0,1.027,1.751,0.723,0.005,1012.721,0.001,340.371,0.073,6.4,32.17
0.382,4.493,2946.081,759.793,0.297,0.003,60.842,46.77,217.287,0.533,0.395,0.018,0.121,0.561,1.23,2.698,3.932e-4,0,1.019,1.751,0.732,0.005,1012.714,0.001,340.371,0.073,6.4,32.17
0.385,4.441,2945.787,759.499,0.297,0.003,60.859,46.767,217.021,0.533,0.395,0.018,0.121,0.56,1.214,2.668,4.685e-4,0,1.011,1.751,0.74,0.005,1012.707,0.001,340.371,0.074,6.4,32.17
0.387,4.389,2945.493,759.204,0.297,0.003,60.876,46.764,216.755,0.533,0.395,0.018,0.121,0.56,1.198,2.637,-1.884e-4,0,1.002,1.751,0.748,0.006,1012.699,0.001,340.37,0.074,6.4,32.17
0.39,4.338,2945.199,758.91,0.297,0.003,60.892,46.761,216.489,0.533,0.395,0.018,0.121,0.559,1.183,2.607,2.857e-4,0,0.994,1.751,0.757,0.006,1012.692,0.001,340.37,0.075,6.4,32.17
0.392,4.287,2944.904,758.616,0.297,0.003,60.909,46.758,216.223,0.533,0.395,0.018,0.121,0.559,1.168,2.577,-3.895e-4,0,0.986,1.751,0.765,0.006,1012.684,0.001,340.37,0.075,6.4,32.17
0.395,4.236,2944.61,758.321,0.297,0.003,60.925,46.755,215.957,0.533,0.395,0.018,0.121,0.558,1.153,2.547,2.465e-4,0,0.978,1.751,0.773,0.006,1012.677,0.001,340.37,0.076,6.4,32.17
0.397,4.186,2944.316,758.027,0.297,0.003,60.941,46.751,215.691,0.534,0.395,0.018,0.121,0.558,1.138,2.518,-2.032e-4,0,0.97,1.751,0.781,0.006,1012.669,0.001,340.369,0.076,6.4,32.17
0.4,4.136,2944.021,757.733,0.297,0.003,60.958,46.748,215.425,0.534,0.395,0.018,0.121,0.557,1.123,2.488,-5.527e-5,0,0.962,1.751,0.789,0.006,1012.662,0.001,340.369,0.077,6.4,32.17
0.402,4.087,2943.727,757.439,0.297,0.003,60.974,46.745,215.158,0.534,0.395,0.018,0.121,0.557,1.109,2.459,1.998e-4,0,0.954,1.751,0.797,0.006,1012.654,0.001,340.369,0.077,6.4,32.17
0.405,4.038,2943.433,757.144,0.297,0.003,60.99,46.742,214.892,0.534,0.395,0.018,0.121,0.556,1.094,2.43,-3.223e-5,0,0.946,1.751,0.805,0.006,1012.646,0.001,340.369,0.078,6.4,32.17
0.407,3.99,2943.139,756.85,0.297,0.003,61.006,46.739,214.626,0.534,0.395,0.018,0.121,0.556,1.08,2.402,-2.823e-4,0,0.938,1.751,0.813,0.006,1012.639,0.001,340.368,0.078,6.4,32.17
0.41,3.942,2942.844,756.556,0.297,0.003,61.021,46.736,214.36,0.534,0.395,0.018,0.121,0.555,1.066,2.374,2.631e-4,0,0.93,1.751,0.821,0.006,1012.631,0.001,340.368,0.079,6.4,32.17
0.412,3.894,2942.55,756.261,0.297,0.003,61.037,46.733,214.094,0.534,0.395,0.018,0.121,0.555,1.052,2.345,4.279e-4,0,0.922,1.751,0.829,0.006,1012.623,0.001,340.368,0.079,6.4,32.17
0.415,3.846,2942.256,755.967,0.297,0.003,61.053,46.729,213.828,0.534,0.395,0.018,0.121,0.555,1.038,2.318,-3.831e-4,0,0.914,1.751,0.837,0.006,1012.615,0.001,340.368,0.079,6.4,32.17
0.417,3.799,2941.962,755.673,0.297,0.003,61.069,46.726,213.562,0.534,0.395,0.018,0.121,0.554,1.024,2.289,5.968e-5,0,0.906,1.751,0.845,0.006,1012.607,0.001,340.367,0.08,6.4,32.17
0.42,3.752,2941.667,755.379,0.296,0.003,61.084,46.723,213.296,0.534,0.395,0.018,0.121,0.554,1.011,2.262,-2.529e-4,0,0.898,1.751,0.852,0.006,1012.599,0.001,340.367,0.08,6.4,32.17
0.422,3.706,2941.373,755.084,0.296,0.003,61.1,46.72,213.03,0.534,0.395,0.018,0.121,0.553,0.997,2.235,3.316e-4,0,0.891,1.751,0.86,0.006,1012.591,0.001,340.367,0.081,6.4,32.17
0.425,3.659,2941.079,754.79,0.296,0.003,61.115,46.717,212.764,0.534,0.395,0.018,0.121,0.553,0.984,2.206,-4.914e-4,0,0.883,1.751,0.868,0.006,1012.583,0.001,340.367,0.081,6.4,32.17
