# Time (s),Angle of attack (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reference length (cm),Reference area (cm²)
0.08,27.052,2984.533,798.31,0.301,0.003,NaN,47.175,214.247,0.611,0.474,0.017,0.12,0.719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.234,0.001,340.388,0.015,6.4,32.17
0.091,24.009,2983.225,797.002,0.301,0.003,NaN,47.161,202.307,0.599,0.462,0.017,0.12,0.741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.228,0.001,340.388,0.017,6.4,32.17
0.101,21.779,2982.011,795.788,0.301,0.003,NaN,47.149,208.8,0.59,0.453,0.017,0.12,0.749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.221,0.001,340.388,0.018,6.4,32.17
0.111,19.768,2980.797,794.573,0.301,0.003,NaN,47.136,215.294,0.581,0.444,0.017,0.12,0.749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.214,0.001,340.388,0.02,6.4,32.17
0.121,18.018,2979.583,793.359,0.3,0.003,NaN,47.123,221.787,0.573,0.436,0.017,0.12,0.744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.206,0.001,340.387,0.022,6.4,32.17
0.131,16.488,2978.369,792.145,0.3,0.003,NaN,47.111,228.281,0.566,0.428,0.017,0.12,0.735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.198,0.001,340.387,0.023,6.4,32.17
0.14,15.27,2977.276,791.053,0.3,0.003,NaN,47.099,234.125,0.559,0.422,0.017,0.12,0.722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.189,0.001,340.387,0.025,6.4,32.17
0.15,14.078,2975.942,789.718,0.3,0.003,NaN,47.085,235.963,0.553,0.415,0.017,0.12,0.705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.179,0.001,340.387,0.027,6.4,32.17
0.16,13.1,2974.607,788.384,0.3,0.003,NaN,47.071,237.801,0.546,0.409,0.017,0.12,0.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.169,0.001,340.386,0.029,6.4,32.17
0.17,12.24,2973.273,787.049,0.3,0.003,NaN,47.058,239.64,0.541,0.404,0.017,0.12,0.672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.157,0.001,340.386,0.031,6.4,32.17
0.18,11.503,2971.982,785.759,0.3,0.003,NaN,47.044,241.417,0.536,0.398,0.017,0.12,0.657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013.145,0.001,340.385,0.033,6.4,32.17
0.189,10.882,2970.772,784.549,0.299,0.003,59.079,47.031,243.084,0.532,0.395,0.017,0.12,0.644,3.377,6.357,-1.486e-4,0,1.05,1.05,0,0,1013.133,0.001,340.385,0.035,6.4,32.17
0.194,10.559,2970.108,783.885,0.299,0.003,59.156,47.024,243.999,0.532,0.395,0.017,0.12,0.64,3.258,6.176,-3.477e-4,0,1.05,1.05,0,7.275e-6,1013.126,0.001,340.385,0.036,6.4,32.17
0.198,10.269,2969.482,783.259,0.299,0.003,59.226,47.018,244.862,0.532,0.395,0.017,0.12,0.636,3.152,6.012,-1.828e-4,0,1.05,1.05,0,2.676e-5,1013.119,0.001,340.384,0.037,6.4,32.17
0.202,10.047,2969.003,782.78,0.299,0.003,59.28,47.013,245.522,0.532,0.395,0.017,0.12,0.633,3.071,5.886,3.89e-4,0,1.016,1.05,0.034,4.937e-5,1013.114,0.001,340.384,0.038,6.4,32.17
0.206,9.775,2968.431,782.207,0.299,0.003,59.348,47.007,244.781,0.532,0.395,0.017,0.12,0.63,2.973,5.732,4.383e-4,0,1.005,1.05,0.044,8.56e-5,1013.107,0.001,340.384,0.039,6.4,32.17
0.211,9.526,2967.879,781.656,0.299,0.003,59.41,47.001,244.067,0.532,0.395,0.017,0.12,0.626,2.883,5.59,-1.856e-4,0,0.995,1.05,0.055,1.287e-4,1013.101,0.001,340.384,0.04,6.4,32.17
0.215,9.296,2967.347,781.124,0.299,0.003,59.468,46.995,243.378,0.532,0.395,0.017,0.12,0.623,2.801,5.459,-1.807e-4,0,0.985,1.05,0.065,1.775e-4,1013.094,0.001,340.384,0.04,6.4,32.17
0.219,9.083,2966.833,780.609,0.299,0.003,59.523,46.99,242.712,0.532,0.395,0.017,0.12,0.62,2.726,5.338,4.027e-4,0,0.976,1.05,0.074,2.311e-4,1013.088,0.001,340.383,0.041,6.4,32.17
0.223,8.884,2966.333,780.11,0.299,0.003,59.574,46.985,242.066,0.532,0.395,0.017,0.12,0.617,2.656,5.224,-2.755e-4,0,0.966,1.05,0.083,2.886e-4,1013.081,0.001,340.383,0.042,6.4,32.17
0.226,8.697,2965.849,779.625,0.299,0.003,59.623,46.98,241.438,0.532,0.395,0.017,0.12,0.615,2.591,5.119,1.839e-4,0,0.957,1.05,0.092,3.494e-4,1013.075,0.001,340.383,0.043,6.4,32.17
0.23,8.523,2965.377,779.153,0.299,0.003,59.669,46.975,240.827,0.532,0.395,0.017,0.12,0.612,2.531,5.019,2.612e-4,0,0.949,1.05,0.101,4.131e-4,1013.069,0.001,340.383,0.044,6.4,32.17
0.233,8.358,2964.917,778.694,0.299,0.003,59.712,46.97,240.231,0.532,0.395,0.017,0.12,0.61,2.474,4.925,-2.28e-4,0,0.94,1.05,0.109,4.792e-4,1013.063,0.001,340.383,0.044,6.4,32.17
0.237,8.202,2964.468,778.245,0.299,0.003,59.754,46.965,239.651,0.532,0.395,0.017,0.12,0.608,2.421,4.837,3.787e-4,0,0.932,1.05,0.118,5.474e-4,1013.057,0.001,340.382,0.045,6.4,32.17
0.24,8.055,2964.03,777.807,0.299,0.003,59.794,46.96,239.083,0.532,0.395,0.017,0.12,0.606,2.37,4.753,4.601e-4,0,0.924,1.05,0.126,6.175e-4,1013.051,0.001,340.382,0.046,6.4,32.17
0.244,7.915,2963.601,777.378,0.299,0.003,59.832,46.956,238.528,0.532,0.395,0.017,0.12,0.604,2.323,4.672,-3.161e-4,0,0.916,1.05,0.133,6.89e-4,1013.045,0.001,340.382,0.046,6.4,32.17
0.247,7.781,2963.182,776.958,0.299,0.003,59.868,46.951,237.984,0.532,0.395,0.017,0.12,0.602,2.278,4.595,-1.182e-4,0,0.909,1.05,0.141,7.62e-4,1013.039,0.001,340.382,0.047,6.4,32.17
0.25,7.654,2962.77,776.547,0.299,0.003,59.903,46.947,237.452,0.532,0.395,0.017,0.12,0.6,2.235,4.523,7.372e-5,0,0.901,1.05,0.148,8.361e-4,1013.033,0.001,340.382,0.048,6.4,32.17
0.253,7.543,2962.366,776.143,0.299,0.003,59.933,46.943,236.929,0.532,0.395,0.017,0.12,0.599,2.197,4.46,-2.608e-4,0,0.894,1.05,0.156,9.113e-4,1013.027,0.001,340.381,0.048,6.4,32.17
0.256,7.436,2961.97,775.747,0.299,0.003,59.963,46.939,236.416,0.532,0.395,0.017,0.12,0.597,2.162,4.399,-3.165e-4,0,0.887,1.05,0.163,9.875e-4,1013.021,0.001,340.381,0.049,6.4,32.17
0.259,7.333,2961.581,775.358,0.299,0.003,59.992,46.935,235.912,0.532,0.395,0.017,0.12,0.596,2.128,4.34,9.662e-5,0,0.88,1.05,0.17,0.001,1013.015,0.001,340.381,0.05,6.4,32.17
0.262,7.235,2961.198,774.975,0.299,0.003,60.019,46.931,235.416,0.532,0.395,0.017,0.12,0.595,2.095,4.283,-3.482e-4,0,0.873,1.05,0.177,0.001,1013.009,0.001,340.381,0.05,6.4,32.17
0.265,7.14,2960.822,774.598,0.298,0.003,60.046,46.927,234.929,0.532,0.395,0.017,0.12,0.593,2.063,4.229,-2.581e-4,0,0.867,1.05,0.183,0.001,1013.004,0.001,340.381,0.051,6.4,32.17
0.268,7.048,2960.451,774.228,0.298,0.003,60.072,46.923,234.449,0.532,0.395,0.017,0.12,0.592,2.033,4.176,2.018e-4,0,0.86,1.05,0.19,0.001,1012.998,0.001,340.38,0.051,6.4,32.17
0.271,6.96,2960.086,773.863,0.298,0.003,60.097,46.919,233.976,0.532,0.395,0.017,0.12,0.591,2.004,4.126,1.128e-4,0,0.854,1.05,0.196,0.001,1012.992,0.001,340.38,0.052,6.4,32.17
0.274,6.875,2959.726,773.503,0.298,0.003,60.121,46.915,233.51,0.532,0.395,0.017,0.12,0.59,1.976,4.077,-4.609e-4,0,0.847,1.05,0.203,0.001,1012.986,0.001,340.38,0.052,6.4,32.17
0.276,6.793,2959.371,773.148,0.298,0.003,60.145,46.911,233.05,0.532,0.395,0.017,0.12,0.589,1.949,4.029,2.91e-4,0,0.841,1.05,0.209,0.002,1012.981,0.001,340.38,0.053,6.4,32.17
0.279,6.713,2959.021,772.798,0.298,0.003,60.168,46.908,232.597,0.532,0.395,0.017,0.12,0.588,1.923,3.983,6.589e-5,0,0.835,1.05,0.215,0.002,1012.975,0.001,340.38,0.054,6.4,32.17
0.282,6.635,2958.675,772.452,0.298,0.003,60.19,46.904,232.149,0.533,0.395,0.017,0.12,0.587,1.898,3.939,-4.385e-4,0,0.829,1.05,0.221,0.002,1012.969,0.001,340.379,0.054,6.4,32.17
0.284,6.56,2958.334,772.111,0.298,0.003,60.212,46.9,231.707,0.533,0.395,0.017,0.12,0.586,1.874,3.896,4.113e-4,0,0.823,1.05,0.227,0.002,1012.964,0.001,340.379,0.055,6.4,32.17
0.287,6.487,2957.997,771.773,0.298,0.003,60.233,46.897,231.271,0.533,0.395,0.017,0.12,0.585,1.85,3.854,3.897e-5,0,0.817,1.05,0.233,0.002,1012.958,0.001,340.379,0.055,6.4,32.17
0.289,6.416,2957.663,771.44,0.298,0.003,60.254,46.893,230.839,0.533,0.395,0.017,0.12,0.584,1.828,3.813,-2.214e-4,0,0.811,1.05,0.239,0.002,1012.952,0.001,340.379,0.056,6.4,32.17
0.292,6.347,2957.334,771.11,0.298,0.003,60.274,46.89,230.412,0.533,0.395,0.017,0.12,0.583,1.805,3.773,-1.393e-4,0,0.805,1.05,0.245,0.002,1012.947,0.001,340.379,0.056,6.4,32.17
0.294,6.28,2957.008,770.785,0.298,0.003,60.294,46.886,229.99,0.533,0.395,0.017,0.12,0.582,1.784,3.734,1.084e-4,0,0.799,1.05,0.25,0.002,1012.941,0.001,340.379,0.057,6.4,32.17
0.297,6.214,2956.684,770.46,0.298,0.003,60.313,46.883,229.57,0.533,0.395,0.018,0.12,0.581,1.763,3.696,4.452e-4,0,0.794,1.05,0.256,0.002,1012.935,0.001,340.378,0.057,6.4,32.17
0.299,6.149,2956.359,770.136,0.298,0.003,60.332,46.879,229.151,0.533,0.395,0.018,0.12,0.58,1.742,3.659,-4.417e-4,0,0.788,1.05,0.262,0.002,1012.93,0.001,340.378,0.058,6.4,32.17
0.302,6.094,2956.035,769.812,0.298,0.003,60.348,46.876,228.731,0.533,0.395,0.018,0.12,0.58,1.724,3.628,3.181e-4,0,0.783,1.05,0.267,0.002,1012.924,0.001,340.378,0.058,6.4,32.17
0.304,6.043,2955.711,769.487,0.298,0.003,60.364,46.872,228.311,0.533,0.395,0.018,0.12,0.579,1.708,3.598,-2.005e-4,0,0.777,1.05,0.273,0.002,1012.918,0.001,340.378,0.059,6.4,32.17
0.307,5.992,2955.386,769.163,0.298,0.003,60.379,46.869,227.891,0.533,0.395,0.018,0.12,0.578,1.692,3.569,3.901e-6,0,0.771,1.05,0.279,0.003,1012.912,0.001,340.378,0.059,6.4,32.17
0.309,5.942,2955.062,768.839,0.298,0.003,60.394,46.866,227.471,0.533,0.395,0.018,0.12,0.578,1.676,3.541,-3.711e-4,0,0.766,1.05,0.284,0.003,1012.906,0.001,340.377,0.06,6.4,32.17
0.312,5.893,2954.737,768.514,0.298,0.003,60.408,46.862,227.051,0.533,0.395,0.018,0.12,0.577,1.661,3.512,4.839e-4,0,0.76,1.05,0.29,0.003,1012.9,0.001,340.377,0.06,6.4,32.17
0.314,5.844,2954.413,768.19,0.298,0.003,60.423,46.859,226.631,0.533,0.395,0.018,0.12,0.576,1.645,3.484,3.984e-4,0,0.755,1.05,0.295,0.003,1012.894,0.001,340.377,0.061,6.4,32.17
0.317,5.796,2954.089,767.865,0.298,0.003,60.437,46.855,226.211,0.533,0.395,0.018,0.12,0.576,1.63,3.457,-2.785e-4,0,0.749,1.05,0.301,0.003,1012.888,0.001,340.377,0.061,6.4,32.17
0.319,5.748,2953.764,767.541,0.298,0.003,60.452,46.852,225.791,0.533,0.395,0.018,0.12,0.575,1.615,3.429,-2.4e-4,0,0.744,1.05,0.306,0.003,1012.882,0.001,340.377,0.062,6.4,32.17
0.322,5.701,2953.44,767.217,0.298,0.003,60.466,46.848,225.371,0.533,0.395,0.018,0.12,0.575,1.6,3.401,-2.473e-4,0,0.738,1.05,0.312,0.003,1012.876,0.001,340.376,0.062,6.4,32.17
0.324,5.654,2953.116,766.892,0.298,0.003,60.48,46.845,224.951,0.533,0.395,0.018,0.121,0.574,1.586,3.375,2.28e-4,0,0.733,1.05,0.317,0.003,1012.87,0.001,340.376,0.062,6.4,32.17
0.327,5.608,2952.791,766.568,0.298,0.003,60.494,46.842,224.531,0.533,0.395,0.018,0.121,0.574,1.571,3.348,-1.559e-4,0,0.727,1.05,0.323,0.003,1012.864,0.001,340.376,0.063,6.4,32.17
0.329,5.563,2952.467,766.244,0.298,0.003,60.508,46.838,224.111,0.533,0.395,0.018,0.121,0.573,1.557,3.322,5.691e-5,0,0.722,1.05,0.328,0.003,1012.858,0.001,340.376,0.063,6.4,32.17
0.332,5.517,2952.143,765.919,0.298,0.003,60.522,46.835,223.691,0.533,0.395,0.018,0.121,0.573,1.543,3.296,2.164e-4,0,0.716,1.05,0.334,0.004,1012.851,0.001,340.376,0.064,6.4,32.17
0.334,5.473,2951.818,765.595,0.298,0.003,60.535,46.831,223.271,0.533,0.395,0.018,0.121,0.572,1.529,3.27,-6.399e-5,0,0.711,1.05,0.339,0.004,1012.845,0.001,340.375,0.064,6.4,32.17
0.337,5.428,2951.494,765.271,0.298,0.003,60.549,46.828,222.851,0.533,0.395,0.018,0.121,0.571,1.515,3.245,-1.649e-4,0,0.706,1.05,0.344,0.004,1012.838,0.001,340.375,0.065,6.4,32.17
0.339,5.384,2951.17,764.946,0.297,0.003,60.562,46.824,222.431,0.533,0.395,0.018,0.121,0.571,1.501,3.22,6.351e-7,0,0.7,1.05,0.35,0.004,1012.832,0.001,340.375,0.065,6.4,32.17
0.342,5.341,2950.845,764.622,0.297,0.003,60.576,46.821,222.011,0.533,0.395,0.018,0.121,0.57,1.488,3.194,-2.332e-4,0,0.695,1.05,0.355,0.004,1012.825,0.001,340.375,0.066,6.4,32.17
0.344,5.298,2950.521,764.298,0.297,0.003,60.589,46.817,221.591,0.533,0.395,0.018,0.121,0.57,1.475,3.169,-3.406e-4,0,0.69,1.05,0.361,0.004,1012.819,0.001,340.374,0.066,6.4,32.17
0.349,5.22,2949.932,763.708,0.297,0.003,60.613,46.811,220.828,0.533,0.395,0.018,0.121,0.569,1.451,3.124,-3.972e-4,0,0.68,1.05,0.37,0.004,1012.807,0.001,340.374,0.067,6.4,32.17
0.352,5.168,2949.637,763.414,0.297,0.003,60.629,46.808,220.562,0.533,0.395,0.018,0.121,0.568,1.435,3.094,-2.62e-4,0,0.675,1.05,0.376,0.004,1012.8,0.001,340.374,0.068,6.4,32.17
0.354,5.11,2949.343,763.12,0.297,0.003,60.647,46.805,220.296,0.533,0.395,0.018,0.121,0.568,1.417,3.06,4.481e-4,0,0.669,1.05,0.381,0.004,1012.793,0.001,340.374,0.068,6.4,32.17
0.357,5.053,2949.049,762.826,0.297,0.003,60.665,46.802,220.03,0.533,0.395,0.018,0.121,0.567,1.399,3.027,4.397e-4,0,0.664,1.05,0.386,0.005,1012.787,0.001,340.373,0.069,6.4,32.17
0.359,4.996,2948.755,762.531,0.297,0.003,60.683,46.799,219.764,0.533,0.395,0.018,0.121,0.566,1.382,2.993,-2.216e-5,0,0.659,1.05,0.391,0.005,1012.78,0.001,340.373,0.069,6.4,32.17
0.362,4.94,2948.46,762.237,0.297,0.003,60.7,46.795,219.497,0.533,0.395,0.018,0.121,0.566,1.365,2.96,-3.783e-4,0,0.654,1.05,0.397,0.005,1012.773,0.001,340.373,0.07,6.4,32.17
0.364,4.884,2948.166,761.943,0.297,0.003,60.718,46.792,219.231,0.533,0.395,0.018,0.121,0.565,1.348,2.927,5.927e-5,0,0.648,1.05,0.402,0.005,1012.766,0.001,340.373,0.07,6.4,32.17
0.367,4.829,2947.872,761.648,0.297,0.003,60.735,46.789,218.965,0.533,0.395,0.018,0.121,0.565,1.331,2.895,-1.118e-4,0,0.643,1.05,0.407,0.005,1012.759,0.001,340.372,0.07,6.4,32.17
0.369,4.774,2947.577,761.354,0.297,0.003,60.752,46.786,218.699,0.533,0.395,0.018,0.121,0.564,1.314,2.863,4.407e-4,0,0.638,1.05,0.412,0.005,1012.752,0.001,340.372,0.071,6.4,32.17
0.372,4.719,2947.283,761.06,0.297,0.003,60.77,46.783,218.433,0.533,0.395,0.018,0.121,0.563,1.298,2.831,1.25e-7,0,0.633,1.05,0.417,0.005,1012.745,0.001,340.372,0.071,6.4,32.17
0.374,4.665,2946.989,760.766,0.297,0.003,60.787,46.78,218.167,0.533,0.395,0.018,0.121,0.563,1.281,2.799,6.714e-6,0,0.628,1.05,0.422,0.005,1012.738,0.001,340.372,0.072,6.4,32.17
0.377,4.611,2946.695,760.471,0.297,0.003,60.804,46.777,217.901,0.533,0.395,0.018,0.121,0.562,1.265,2.768,1.007e-4,0,0.623,1.05,0.427,0.005,1012.731,0.001,340.371,0.072,6.4,32.17
0.379,4.558,2946.4,760.177,0.297,0.003,60.821,46.773,217.635,0.533,0.395,0.018,0.121,0.562,1.249,2.736,9.945e-5,0,0.618,1.05,0.433,0.005,1012.723,0.001,340.371,0.073,6.4,32.17
0.382,4.505,2946.106,759.883,0.297,0.003,60.838,46.77,217.369,0.533,0.395,0.018,0.121,0.561,1.233,2.705,2.577e-4,0,0.613,1.05,0.438,0.006,1012.716,0.001,340.371,0.073,6.4,32.17
0.384,4.453,2945.812,759.588,0.297,0.003,60.854,46.767,217.103,0.533,0.395,0.018,0.121,0.561,1.218,2.674,4.069e-4,0,0.608,1.05,0.443,0.006,1012.709,0.001,340.371,0.074,6.4,32.17
0.387,4.401,2945.517,759.294,0.297,0.003,60.871,46.764,216.836,0.533,0.395,0.018,0.121,0.56,1.202,2.643,-1.775e-4,0,0.603,1.05,0.448,0.006,1012.701,0.001,340.37,0.074,6.4,32.17
0.389,4.349,2945.223,759,0.297,0.003,60.888,46.761,216.57,0.533,0.395,0.018,0.121,0.559,1.186,2.613,-8.304e-5,0,0.598,1.05,0.453,0.006,1012.694,0.001,340.37,0.075,6.4,32.17
0.392,4.297,2944.929,758.706,0.297,0.003,60.904,46.758,216.304,0.533,0.395,0.018,0.121,0.559,1.171,2.583,1.047e-4,0,0.593,1.05,0.457,0.006,1012.687,0.001,340.37,0.075,6.4,32.17
0.394,4.246,2944.635,758.411,0.297,0.003,60.921,46.755,216.038,0.533,0.395,0.018,0.121,0.558,1.156,2.553,4.386e-4,0,0.588,1.05,0.462,0.006,1012.679,0.001,340.37,0.076,6.4,32.17
0.397,4.196,2944.34,758.117,0.297,0.003,60.937,46.752,215.772,0.533,0.395,0.018,0.121,0.558,1.141,2.522,-1.361e-4,0,0.583,1.05,0.467,0.006,1012.672,0.001,340.369,0.076,6.4,32.17
0.399,4.145,2944.046,757.823,0.297,0.003,60.953,46.748,215.506,0.534,0.395,0.018,0.121,0.557,1.126,2.493,1.887e-4,0,0.578,1.05,0.472,0.006,1012.664,0.001,340.369,0.077,6.4,32.17
0.402,4.095,2943.752,757.528,0.297,0.003,60.97,46.745,215.24,0.534,0.395,0.018,0.121,0.557,1.111,2.463,1.175e-4,0,0.573,1.05,0.477,0.006,1012.656,0.001,340.369,0.077,6.4,32.17
0.404,4.046,2943.457,757.234,0.297,0.003,60.986,46.742,214.974,0.534,0.395,0.018,0.121,0.556,1.097,2.434,-5.409e-5,0,0.569,1.05,0.482,0.006,1012.649,0.001,340.369,0.077,6.4,32.17
0.407,3.996,2943.163,756.94,0.297,0.003,61.002,46.739,214.708,0.534,0.395,0.018,0.121,0.556,1.082,2.405,-2.352e-4,0,0.564,1.05,0.487,0.007,1012.641,0.001,340.368,0.078,6.4,32.17
0.409,3.947,2942.869,756.646,0.297,0.003,61.018,46.736,214.441,0.534,0.395,0.018,0.121,0.555,1.068,2.377,2.703e-4,0,0.559,1.05,0.491,0.007,1012.633,0.001,340.368,0.078,6.4,32.17
0.412,3.899,2942.575,756.351,0.297,0.003,61.034,46.733,214.175,0.534,0.395,0.018,0.121,0.555,1.054,2.348,-4.718e-4,0,0.554,1.05,0.496,0.007,1012.625,0.001,340.368,0.079,6.4,32.17
0.414,3.85,2942.28,756.057,0.297,0.003,61.05,46.729,213.909,0.534,0.395,0.018,0.121,0.555,1.039,2.319,2.903e-4,0,0.55,1.05,0.501,0.007,1012.617,0.001,340.368,0.079,6.4,32.17
0.417,3.802,2941.986,755.763,0.297,0.003,61.066,46.726,213.643,0.534,0.395,0.018,0.121,0.554,1.025,2.29,-2.901e-4,0,0.545,1.05,0.505,0.007,1012.61,0.001,340.367,0.08,6.4,32.17
0.419,3.755,2941.692,755.468,0.296,0.003,61.081,46.723,213.377,0.534,0.395,0.018,0.121,0.554,1.011,2.262,-4.451e-4,0,0.54,1.05,0.51,0.007,1012.602,0.001,340.367,0.08,6.4,32.17
0.422,3.707,2941.397,755.174,0.296,0.003,61.097,46.72,213.111,0.534,0.395,0.018,0.121,0.553,0.998,2.234,2.654e-4,0,0.536,1.05,0.515,0.007,1012.594,0.001,340.367,0.081,6.4,32.17
0.424,3.66,2941.103,754.88,0.296,0.003,61.113,46.717,212.845,0.534,0.395,0.018,0.121,0.553,0.984,2.206,4.534e-4,0,0.531,1.051,0.519,0.007,1012.586,0.001,340.367,0.081,6.4,32.17
0.427,3.613,2940.809,754.586,0.296,0.003,61.128,46.714,212.579,0.534,0.395,0.018,0.121,0.552,0.97,2.178,-3.064e-4,0,0.527,1.051,0.524,0.007,1012.577,0.001,340.366,0.082,6.4,32.17
0.429,3.566,2940.515,754.291,0.296,0.003,61.144,46.711,212.313,0.534,0.395,0.018,0.121,0.552,0.957,2.15,-2.993e-4,0,0.522,1.051,0.528,0.007,1012.569,0.001,340.366,0.082,6.4,32.17
0.432,3.519,2940.22,753.997,0.296,0.003,61.159,46.707,212.046,0.534,0.395,0.018,0.121,0.552,0.943,2.122,2.432e-4,0,0.518,1.051,0.533,0.007,1012.561,0.001,340.366,0.082,6.4,32.17
0.434,3.473,2939.926,753.703,0.296,0.003,61.175,46.704,211.78,0.534,0.395,0.018,0.121,0.551,0.93,2.095,3.896e-4,0,0.513,1.051,0.537,0.007,1012.553,0.001,340.365,0.083,6.4,32.17
0.437,3.427,2939.632,753.408,0.296,0.003,61.19,46.701,211.514,0.534,0.395,0.018,0.121,0.551,0.917,2.067,-6.467e-5,0,0.509,1.051,0.542,0.007,1012.545,0.001,340.365,0.083,6.4,32.17
0.439,3.381,2939.337,753.114,0.296,0.003,61.205,46.698,211.248,0.534,0.395,0.018,0.121,0.55,0.904,2.041,1.088e-4,0,0.504,1.051,0.546,0.008,1012.536,0.001,340.365,0.084,6.4,32.17
0.442,3.336,2939.043,752.82,0.296,0.003,61.221,46.695,210.982,0.534,0.395,0.018,0.121,0.55,0.89,2.014,-9.755e-5,0,0.5,1.051,0.551,0.008,1012.528,0.001,340.365,0.084,6.4,32.17
0.444,3.291,2938.749,752.526,0.296,0.003,61.236,46.692,210.716,0.534,0.395,0.018,0.121,0.55,0.878,1.987,-3.717e-4,0,0.495,1.051,0.555,0.008,1012.519,0.001,340.364,0.085,6.4,32.17
0.447,3.246,2938.455,752.231,0.296,0.003,61.251,46.689,210.45,0.534,0.395,0.018,0.121,0.549,0.865,1.96,-4.557e-4,0,0.491,1.051,0.56,0.008,1012.511,0.001,340.364,0.085,6.4,32.17
0.449,3.201,2938.16,751.937,0.296,0.003,61.266,46.685,210.184,0.534,0.395,0.018,0.121,0.549,0.852,1.933,-3.497e-4,0,0.487,1.051,0.564,0.008,1012.503,0.001,340.364,0.086,6.4,32.17
0.452,3.164,2937.866,751.643,0.296,0.003,61.279,46.682,209.918,0.534,0.395,0.018,0.121,0.549,0.841,1.911,-3.004e-7,0,0.482,1.051,0.568,0.008,1012.494,0.001,340.364,0.086,6.4,32.17
